日期,市場別,代號,名稱,狀態,原始資料
2026-06-25,上市,5285,界霖,注意,151 | 5285 | 界霖 | 1 | 最近六個營業日之累積週轉率為51.96%。且06月25日之週轉率為12.42%﹝第十款﹞。 | 115.06.25 | 101.50 | 48.33
2026-06-25,上櫃,5321,美而快,注意,19 | 5321 | 美而快 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達48.13%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達148.6%(第二款)台新證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為33.03%，永豐金證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為65.68%，兆豐證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為33.1%(第五款) | 115/06/25 | 57.80 | N/A | ../../mainboard/listed/company-detail.html?code=5321
2026-06-25,上櫃,5425,台半,注意,19 | 5425 | 台半 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.09%，當日週轉率達13.32%(第四款) | 115/06/25 | 127.00 | 59.35 | ../../mainboard/listed/company-detail.html?code=5425
2026-06-25,上櫃,5425,台半(../../mainboard/listed/company-detail.html?code=5425),處置,18 | 115/06/25 | 5425 | 台半(../../mainboard/listed/company-detail.html?code=5425) | 3 | 115/06/26~115/07/09 | 連續5個營業日 | 台灣半導體股份有限公司股票(代號：5425)因連續5個營業日經本中心公布注意交易資訊，爰自115年6月26日起10個營業日(115年6月26日至115年7月9日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。 | 127.00 | 59.35 | 公布注意情形(./attention.html?code=5425&startDate=20260525&endDate=20260625&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=5425) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-06-25,上櫃,5464,霖宏,注意,19 | 5464 | 霖宏 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達44.82%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達285.3%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達328.28%(第二款) | 115/06/25 | 107.50 | N/A | ../../mainboard/listed/company-detail.html?code=5464
2026-06-25,上櫃,54642,霖宏二,注意,19 | 54642 | 霖宏二 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達38.69%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣82元(第十一款) | 115/06/25 | 280.00 | N/A | ../../mainboard/listed/company-detail.html?code=54642
2026-06-25,上櫃,5489,彩富,注意,19 | 5489 | 彩富 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達55.46%(第一款)當日之成交量較最近六十個營業日日平均成交量放大21.14倍(第三款) | 115/06/25 | 67.80 | 38.31 | ../../mainboard/listed/company-detail.html?code=5489
2026-06-25,上櫃,5489,彩富(../../mainboard/listed/company-detail.html?code=5489),處置,18 | 115/06/25 | 5489 | 彩富(../../mainboard/listed/company-detail.html?code=5489) | 3 | 115/06/26~115/07/09 | 因連續3個營業日達本中心作業要點第四條第一項第一款(./attention.html) | 彩富電子股份有限公司股票(代號：5489)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月26日起10個營業日(115年6月26日至115年7月9日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。 | 67.80 | 38.31 | 公布注意情形(./attention.html?code=5489&startDate=20260525&endDate=20260625&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=5489) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-06-25,上櫃,5536,聖暉*,注意,19 | 5536 | 聖暉* | 36 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣160元(第十一款) | 115/06/25 | 1350.00 | 37.50 | ../../mainboard/listed/company-detail.html?code=5536
2026-06-25,上櫃,6026,福邦證,注意,19 | 6026 | 福邦證 | 36 | 最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.07%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為5倍(第十二款) | 115/06/25 | 16.75 | 9.85 | ../../mainboard/listed/company-detail.html?code=6026
2026-06-25,上市,6141,柏承,注意,156 | 6141 | 柏承 | 4 | 最近九十個營業日起迄兩個營業日之收盤價漲幅達279.37% ﹝第二款﹞。 | 115.06.25 | 42.30 | -----
2026-06-25,上市,6141,柏承,處置,41 | 115/06/25 | 6141 | 柏承 | 1 | 最近十個營業日已有六次 | 115/06/26～115/07/09 | 第一次處置 | １處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。 ２處置期間：自民國一百十五年六月二十六日起至一百十五年七月九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。 ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-06-25,上市,6213,聯茂,注意,160 | 6213 | 聯茂 | 8 | 最近六個營業日累積收盤價漲幅達29.42%。且六個營業日起迄兩個營業日收盤價價差達72.00 元﹝第一款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達187.71% ﹝第二款﹞。 | 115.06.25 | 339.50 | 83.01
2026-06-25,上櫃,6217,中探針,注意,19 | 6217 | 中探針 | 36 | 當日本益比為N/A、股價淨值比為10.61且為其所屬產業類別股價淨值比之2.11倍、當日週轉率達6.78%、元大證券公司當日買進該有價證券之成交金額達5.39億元，且占當日該有價證券之總成交金額25.84%(第六款) | 115/06/25 | 275.00 | N/A | ../../mainboard/listed/company-detail.html?code=6217
2026-06-25,上市,6226,光鼎,注意,161 | 6226 | 光鼎 | 8 | 最近六個營業日累積收盤價漲幅達33.44%﹝第一款﹞。 | 115.06.25 | 16.60 | -----
2026-06-25,上市,6243,迅杰,注意,162 | 6243 | 迅杰 | 7 | 最近六個營業日累積收盤價漲幅達36.60%﹝第一款﹞。且06月25日之成交量為最近六十個營業日日平均成交量之5.16倍﹝第三款﹞。 | 115.06.25 | 44.20 | -----
2026-06-25,上櫃,6432,今展科,注意,19 | 6432 | 今展科 | 36 | 最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達144.94%(第二款) | 115/06/25 | 82.30 | 111.22 | ../../mainboard/listed/company-detail.html?code=6432
2026-06-25,上櫃,6435,大中,注意,19 | 6435 | 大中 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.2%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣64.5元(第一款) | 115/06/25 | 353.50 | 32.79 | ../../mainboard/listed/company-detail.html?code=6435
2026-06-25,上市,6573,虹揚-KY,注意,177 | 6573 | 虹揚-KY | 4 | 最近六個營業日累積收盤價漲幅達36.85%﹝第一款﹞。且06月25日之成交量為最近六十個營業日日平均成交量之5.92倍﹝第三款﹞。 | 115.06.25 | 21.00 | 16.03
2026-06-25,上櫃,6584,南俊國際,注意,19 | 6584 | 南俊國際 | 36 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣115元(第十一款) | 115/06/25 | 728.00 | 95.29 | ../../mainboard/listed/company-detail.html?code=6584
2026-06-25,上櫃,6620,漢達,注意,19 | 6620 | 漢達 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達34.24%(第一款) | 115/06/25 | 98.80 | 21.53 | ../../mainboard/listed/company-detail.html?code=6620
2026-06-25,上櫃,6620,漢達(../../mainboard/listed/company-detail.html?code=6620),處置,18 | 115/06/25 | 6620 | 漢達(../../mainboard/listed/company-detail.html?code=6620) | 3 | 115/06/26~115/07/09 | 因連續3個營業日達本中心作業要點第四條第一項第一款(./attention.html) | 漢達生技醫藥股份有限公司股票(代號：6620)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月26日起10個營業日(115年6月26日至115年7月9日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。 | 98.80 | 21.53 | 公布注意情形(./attention.html?code=6620&startDate=20260525&endDate=20260625&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=6620) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-06-25,上市,6658,聯策,注意,178 | 6658 | 聯策 | 5 | 最近六十個營業日起迄兩個營業日之收盤價漲幅達191.30% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達299.42% ﹝第二款﹞。 | 115.06.25 | 206.50 | 79.12
2026-06-25,上市,6669,緯穎,注意,179 | 6669 | 緯穎 | 3 | 六個營業日起迄兩個營業日收盤價價差達390.61元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞。 | 115.06.25 | 4545.00 | 15.24
2026-06-25,上市,6672,騰輝電子-KY,注意,180 | 6672 | 騰輝電子-KY | 2 | 最近六個營業日累積收盤價漲幅達27.61%。且六個營業日起迄兩個營業日收盤價價差達63.00 元﹝第一款﹞。且06月25日之週轉率為11.67%﹝第四款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達204.41% ﹝第二款﹞。 | 115.06.25 | 289.50 | 52.35
2026-06-25,上櫃,66721,騰輝電子一KY,注意,19 | 66721 | 騰輝電子一KY | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達24.5%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣63元(第一款) | 115/06/25 | 303.00 | N/A | ../../mainboard/listed/company-detail.html?code=66721
2026-06-25,上櫃,66722,騰輝電子二KY,注意,19 | 66722 | 騰輝電子二KY | 36 | 最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達175.37%(第二款) | 115/06/25 | 312.00 | N/A | ../../mainboard/listed/company-detail.html?code=66722
2026-06-25,上櫃,6683,雍智科技,注意,19 | 6683 | 雍智科技 | 36 | 當日本益比為106.80、股價淨值比為17.92且為其所屬產業類別股價淨值比之2.93倍、當日週轉率達9.91%(第六款) | 115/06/25 | 1885.00 | 106.80 | ../../mainboard/listed/company-detail.html?code=6683
2026-06-25,上櫃,6684,安格,注意,19 | 6684 | 安格 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達28.51%，當日之成交量較最近六十個營業日日平均成交量放大5.04倍(第三款)當日週轉率達6.83%(第四款) | 115/06/25 | 63.90 | N/A | ../../mainboard/listed/company-detail.html?code=6684
2026-06-25,上櫃,6693,廣閎科,注意,19 | 6693 | 廣閎科 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達33.15%(第一款) | 115/06/25 | 244.00 | 182.09 | ../../mainboard/listed/company-detail.html?code=6693
2026-06-25,上櫃,6735,美達科技,注意,19 | 6735 | 美達科技 | 36 | 最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達10.77%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為11倍(第十二款) | 115/06/25 | 93.00 | 166.07 | ../../mainboard/listed/company-detail.html?code=6735
2026-06-25,上市,6834,天二科技,注意,188 | 6834 | 天二科技 | 4 | 最近六個營業日累積收盤價漲幅達41.99%﹝第一款﹞。且06月25日之週轉率為17.32%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達160.93% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達314.14% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達313.46% ﹝第二款﹞。 | 115.06.25 | 125.50 | 205.74
2026-06-25,上市,6834,天二科技,處置,49 | 115/06/25 | 6834 | 天二科技 | 1 | 連續五次 | 115/06/26～115/07/09 | 第二次處置 | １處置原因：該有價證券之交易，連續五個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。 ２處置期間：自民國一百十五年六月二十六日起至一百十五年七月九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。 ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-06-25,上櫃,700418,力旺元大58購01,注意,19 | 700418 | 力旺元大58購01 | 36 | 最近六個營業日(含當日)累積之最後成交價跌幅達35.2%(第一款) | 115/06/25 | 3.45 | N/A | ../../mainboard/listed/company-detail.html?code=700418
2026-06-25,上櫃,704710,精材元大58購03,注意,19 | 704710 | 精材元大58購03 | 36 | 最近六個營業日(含當日)累積之最後成交價跌幅達37.25%(第一款) | 115/06/25 | 2.66 | N/A | ../../mainboard/listed/company-detail.html?code=704710
2026-06-25,上櫃,707059,健亞永豐5B購01,注意,19 | 707059 | 健亞永豐5B購01 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達42.82%(第一款) | 115/06/25 | 3.50 | N/A | ../../mainboard/listed/company-detail.html?code=707059
2026-06-25,上櫃,7712,博盛半導體,注意,19 | 7712 | 博盛半導體 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達31.12%(第一款) | 115/06/25 | 206.00 | 37.39 | ../../mainboard/listed/company-detail.html?code=7712
2026-06-25,上櫃,8024,佑華,注意,19 | 8024 | 佑華 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達31.38%(第一款)當日之成交量較最近六十個營業日日平均成交量放大6.1倍(第三款) | 115/06/25 | 16.60 | N/A | ../../mainboard/listed/company-detail.html?code=8024
2026-06-25,上市,8046,南電,注意,201 | 8046 | 南電 | 8 | 六個營業日起迄兩個營業日收盤價價差達162.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.06.25 | 1045.00 | 221.40
2026-06-25,上櫃,8054,安國,注意,19 | 8054 | 安國 | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達28.23%，當日週轉率達15.01%(第四款) | 115/06/25 | 130.00 | N/A | ../../mainboard/listed/company-detail.html?code=8054
2026-06-25,上市,8105,凌巨,注意,202 | 8105 | 凌巨 | 1 | 最近六個營業日之累積週轉率為53.44%。且06月25日之週轉率為18.11%﹝第十款﹞。 | 115.06.25 | 25.15 | 838.33
2026-06-25,上市,8261,富鼎,注意,207 | 8261 | 富鼎 | 7 | 最近六個營業日累積收盤價漲幅達38.19%。且六個營業日起迄兩個營業日收盤價價差達60.00 元﹝第一款﹞。且06月25日之週轉率為12.29%﹝第四款﹞。 | 115.06.25 | 255.50 | 43.75
2026-06-25,上櫃,8444,綠河-KY,注意,19 | 8444 | 綠河-KY | 36 | 最近六個營業日(含當日)累積之最後成交價漲幅達33.16%(第一款) | 115/06/25 | 6.66 | N/A | ../../mainboard/listed/company-detail.html?code=8444
2026-06-24,上市,050328,華固凱基56購01,注意,15 | 050328 | 華固凱基56購01 | 3 | 最近六個營業日累積收盤價漲幅達41.55%﹝第一款﹞。 | 115.06.24 | 24.10 | -----
2026-06-24,上市,085788,T50反1中信5C購01,注意,35 | 085788 | T50反1中信5C購01 | 3 | 最近六個營業日累積收盤價漲幅達33.42%﹝第一款﹞。 | 115.06.24 | 1.03 | -----
2026-06-24,上市,1303,南亞,注意,38 | 1303 | 南亞 | 3 | 最近六個營業日累積收盤價漲幅達30.17%。且06月24日元大證券商買進之比率為37.65%﹝第五款﹞。 | 115.06.24 | 156.00 | 67.53
2026-06-24,上櫃,2061,風青,注意,20 | 2061 | 風青 | 31 | 最近六個營業日(含當日)累積之最後成交價漲幅達49.6%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達193.33%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達289.02%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達232.29%(第二款) | 115/06/24 | 63.80 | N/A | ../../mainboard/listed/company-detail.html?code=2061
2026-06-24,上市,2302,麗正,注意,60 | 2302 | 麗正 | 2 | 最近六十個營業日起迄兩個營業日之收盤價漲幅達175.82% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達163.51% ﹝第二款﹞。 | 115.06.24 | 50.20 | 63.54
2026-06-24,上市,2303,聯電,注意,61 | 2303 | 聯電 | 6 | 最近六十個營業日起迄兩個營業日之收盤價漲幅達207.95% ﹝第二款﹞。 | 115.06.24 | 178.00 | 44.72
2026-06-24,上市,2305,全友,注意,62 | 2305 | 全友 | 3 | 最近六個營業日累積收盤價漲幅達35.81%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達131.54% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達189.21% ﹝第二款﹞。 | 115.06.24 | 38.90 | 144.07
2026-06-24,上市,2308,台達電,注意,63 | 2308 | 台達電 | 3 | 六個營業日起迄兩個營業日收盤價價差達218.40元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞。 | 115.06.24 | 2000.00 | 73.75
2026-06-24,上市,2316,楠梓電,注意,64 | 2316 | 楠梓電 | 4 | 最近六個營業日累積收盤價漲幅達26.60%。且六個營業日起迄兩個營業日收盤價價差達50.50 元﹝第一款﹞。 | 115.06.24 | 220.50 | 14.28
2026-06-24,上市,2316,楠梓電,處置,17 | 115/06/24 | 2316 | 楠梓電 | 1 | 連續三次 | 115/06/25～115/07/08 | 第一次處置 | １處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。 ２處置期間：自民國一百十五年六月二十五日起至一百十五年七月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。 ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-06-24,上市,2409,友達,注意,81 | 2409 | 友達 | 1 | 最近六個營業日累積收盤價漲幅達25.04%。且06月24日之週轉率為11.84%﹝第四款﹞。 | 115.06.24 | 30.50 | 95.31
2026-06-24,上市,2434,統懋,注意,84 | 2434 | 統懋 | 12 | 最近六個營業日累積收盤價漲幅達27.21%。且06月24日之成交量為最近六十個營業日日平均成交量之9.56倍﹝第三款﹞。且06月24日之週轉率為17.39%﹝第四款﹞。 | 115.06.24 | 44.55 | -----
2026-06-24,上市,2478,大毅,注意,91 | 2478 | 大毅 | 5 | 最近六個營業日累積收盤價漲幅達25.49%。且06月24日台灣摩根證券商買進之比率為42.42%﹝第五款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達196.66% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達294.08% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達291.51% ﹝第二款﹞。 | 115.06.24 | 240.00 | 64.69
2026-06-24,上市,2481,強茂,注意,92 | 2481 | 強茂 | 6 | 最近六個營業日累積收盤價漲幅達32.84%。且六個營業日起迄兩個營業日收盤價價差達55.00 元﹝第一款﹞。且06月24日之週轉率為18.77%﹝第四款﹞。 | 115.06.24 | 195.00 | 61.90
2026-06-24,上市,2492,華新科,注意,97 | 2492 | 華新科 | 11 | 最近六個營業日累積收盤價漲幅達28.85%。且六個營業日起迄兩個營業日收盤價價差達96.00 元﹝第一款﹞。且06月24日美商高盛證券商買進之比率為30.03%。且06月24日摩根大通證券商買進之比率為33.60%﹝第五款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達195.00% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達360.93% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達357.36% ﹝第二款﹞。 | 115.06.24 | 590.00 | 113.03
2026-06-24,上櫃,3093,港建*,注意,20 | 3093 | 港建* | 31 | 最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達179.69%(第二款)當日本益比為83.10、股價淨值比為11且為其所屬產業類別股價淨值比之2.37倍、當日週轉率達7.33%(第六款) | 115/06/24 | 72.30 | 83.10 | ../../mainboard/listed/company-detail.html?code=3093
2026-06-24,上市,3094,聯傑,注意,121 | 3094 | 聯傑 | 3 | 最近六個營業日累積收盤價漲幅達26.63%。且06月24日之週轉率為17.64%﹝第四款﹞。 | 115.06.24 | 45.25 | 174.04
2026-06-24,上市,3167,大量,注意,123 | 3167 | 大量 | 10 | 最近九十個營業日起迄兩個營業日之收盤價漲幅達285.88% ﹝第二款﹞。 | 115.06.24 | 793.00 | 77.29
2026-06-24,上櫃,3217,優群,注意,20 | 3217 | 優群 | 31 | 最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達11%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為5倍(第十二款) | 115/06/24 | 177.00 | 14.10 | ../../mainboard/listed/company-detail.html?code=3217
2026-06-24,上櫃,3234,光環,注意,20 | 3234 | 光環 | 31 | 最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達164.06%(第二款) | 115/06/24 | 145.50 | N/A | ../../mainboard/listed/company-detail.html?code=3234
2026-06-24,上櫃,3374,精材,注意,20 | 3374 | 精材 | 31 | 最近六個營業日(含當日)累積之最後成交價漲幅達28.19%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣80元(第一款)當日週轉率達11.08%(第四款) | 115/06/24 | 312.00 | 60.70 | ../../mainboard/listed/company-detail.html?code=3374
2026-06-24,上市,3450,聯鈞,注意,127 | 3450 | 聯鈞 | 6 | 06月24日之本益比為 172.92，且股價淨值比為16.23 。另當日週轉率為11.12%，暨元大證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為29.36%。單一投資人當日賣出該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。 | 115.06.24 | 581.00 | 172.92
2026-06-24,上市,3481,群創,注意,128 | 3481 | 群創 | 4 | 最近六個營業日累積收盤價漲幅達31.15%。且06月24日之週轉率為13.73%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達183.87% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達236.03% ﹝第二款﹞。 | 115.06.24 | 69.40 | 630.91
2026-06-24,上市,3550,聯穎,注意,131 | 3550 | 聯穎 | 1 | 最近六個營業日累積收盤價漲幅達26.47%。且06月24日之週轉率為16.12%﹝第四款﹞。 | 115.06.24 | 36.00 | -----
2026-06-24,上市,3588,通嘉,注意,133 | 3588 | 通嘉 | 1 | 最近六個營業日累積收盤價漲幅達25.65%。且06月24日凱基證券商買進之比率為39.36%﹝第五款﹞。 | 115.06.24 | 75.90 | 126.50
2026-06-24,上櫃,3675,德微,注意,20 | 3675 | 德微 | 31 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.91%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣93元(第一款)當日週轉率達11.59%(第四款) | 115/06/24 | 413.00 | 146.45 | ../../mainboard/listed/company-detail.html?code=3675
2026-06-24,上櫃,3675,德微(../../mainboard/listed/company-detail.html?code=3675),處置,19 | 115/06/24 | 3675 | 德微(../../mainboard/listed/company-detail.html?code=3675) | 3 | 115/06/25~115/07/08 | 因連續3個營業日達本中心作業要點第四條第一項第一款(./attention.html) | 德微科技股份有限公司股票(代號：3675)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月25日起10個營業日(115年6月25日至115年7月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。 | 413.00 | 146.45 | 公布注意情形(./attention.html?code=3675&startDate=20260524&endDate=20260624&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=3675) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-06-24,上市,4551,智伸科,注意,142 | 4551 | 智伸科 | 4 | 最近六個營業日累積收盤價漲幅達39.63%。且六個營業日起迄兩個營業日收盤價價差達60.50 元﹝第一款﹞。 | 115.06.24 | 244.00 | 36.58
2026-06-24,上市,4722,國精化,注意,144 | 4722 | 國精化 | 2 | 06月24日之本益比為 178.11，且股價淨值比為9.86。另當日週轉率為 5.04%，單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上。且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。 | 115.06.24 | 301.00 | 178.11
2026-06-24,上櫃,4749,新應材,注意,20 | 4749 | 新應材 | 31 | 最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達25.94%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為5倍(第十二款) | 115/06/24 | 934.00 | 73.66 | ../../mainboard/listed/company-detail.html?code=4749
2026-06-24,上櫃,49231,力士一,注意,20 | 49231 | 力士一 | 31 | 最近六個營業日(含當日)累積之最後成交價漲幅達25.73%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣42元(第一款) | 115/06/24 | 183.00 | N/A | ../../mainboard/listed/company-detail.html?code=49231
