日期,市場別,代號,名稱,狀態,原始資料
2026-05-25,上市,3189,景碩,注意,291 | 3189 | 景碩 | 23 | 最近六個營業日累積收盤價漲幅達33.42%。且六個營業日起迄兩個營業日收盤價價差達164.00元﹝第一款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達345.99% ﹝第二款﹞。六個營業日起迄兩個營業日收盤價價差達164.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 669.00 | 188.45
2026-05-25,上櫃,3221,台嘉碩,注意,33 | 3221 | 台嘉碩 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達41.05%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達165.19%(第二款)當日週轉率達19.03%(第四款) | 115/05/25 | 60.20 | 207.59 | ../../mainboard/listed/company-detail.html?code=3221
2026-05-25,上櫃,3236,千如,注意,33 | 3236 | 千如 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達42.37%(第一款) | 115/05/25 | 58.30 | 138.81 | ../../mainboard/listed/company-detail.html?code=3236
2026-05-25,上櫃,33571,臺慶科一,注意,33 | 33571 | 臺慶科一 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.05%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣50元(第一款) | 115/05/25 | 253.00 | N/A | ../../mainboard/listed/company-detail.html?code=33571
2026-05-25,上市,3443,創意,注意,303 | 3443 | 創意 | 19 | 六個營業日起迄兩個營業日收盤價價差達570.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 5310.00 | 159.75
2026-05-25,上市,3481,群創,注意,305 | 3481 | 群創 | 17 | 最近六個營業日累積收盤價漲幅達32.45%﹝第一款﹞。 | 115.05.25 | 49.10 | 446.36
2026-05-25,上櫃,3491,昇達科,注意,33 | 3491 | 昇達科 | 43 | 最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達172.84%(第二款)當日本益比為228.67、股價淨值比為41.27且為其所屬產業類別股價淨值比之5.11倍、當日週轉率達5.21%(第六款) | 115/05/25 | 2090.00 | 228.67 | ../../mainboard/listed/company-detail.html?code=3491
2026-05-25,上櫃,3491,昇達科(../../mainboard/listed/company-detail.html?code=3491),處置,"33 | 115/05/25 | 3491 | 昇達科(../../mainboard/listed/company-detail.html?code=3491) | 7 | 115/05/26~115/06/08 | 最近30個營業日內有12個營業日 | 昇達科技股份有限公司股票(代號：3491)因最近30個營業日內有12個營業日經本中心公布注意交易資訊，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。 | 2,090.00 | 228.67 | 公布注意情形(./attention.html?code=3491&startDate=20260425&endDate=20260525&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=3491) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)"
2026-05-25,上櫃,3529,力旺,注意,33 | 3529 | 力旺 | 43 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣260元(第十一款) | 115/05/25 | 3710.00 | 135.40 | ../../mainboard/listed/company-detail.html?code=3529
2026-05-25,上市,3533,嘉澤,注意,310 | 3533 | 嘉澤 | 8 | 六個營業日起迄兩個營業日收盤價價差達260.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 2585.00 | 36.32
2026-05-25,上市,3535,晶彩科,注意,311 | 3535 | 晶彩科 | 15 | 05月25日之本益比為 325.00，且股價淨值比為9.23。另當日週轉率為 5.22%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。 | 115.05.25 | 130.00 | 325.00
2026-05-25,上櫃,3537,堡達,注意,33 | 3537 | 堡達 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達38.95%(第一款)當日之成交量較最近六十個營業日日平均成交量放大15.11倍(第三款)當日週轉率達20.55%(第四款) | 115/05/25 | 76.70 | 30.08 | ../../mainboard/listed/company-detail.html?code=3537
2026-05-25,上櫃,3577,泓格,注意,33 | 3577 | 泓格 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達41.05%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達106.98%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達158.06%(第二款) | 115/05/25 | 160.00 | 52.12 | ../../mainboard/listed/company-detail.html?code=3577
2026-05-25,上櫃,3581,博磊,注意,33 | 3581 | 博磊 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.57%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣56.5元(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達232.72%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達280.05%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達292.08%(第二款) | 115/05/25 | 272.50 | 203.36 | ../../mainboard/listed/company-detail.html?code=3581
2026-05-25,上櫃,3615,安可,注意,33 | 3615 | 安可 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達35.99%(第一款)當日週轉率達26.21%(第四款) | 115/05/25 | 52.30 | 50.78 | ../../mainboard/listed/company-detail.html?code=3615
2026-05-25,上市,3645,達邁,注意,321 | 3645 | 達邁 | 11 | 最近六個營業日之累積週轉率為51.26%。且05月25日之週轉率為14.25%﹝第十款﹞。 | 115.05.25 | 117.50 | 61.84
2026-05-25,上櫃,3663,鑫科,注意,33 | 3663 | 鑫科 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達29.95%，當日週轉率達9.84%(第四款) | 115/05/25 | 91.70 | 917.00 | ../../mainboard/listed/company-detail.html?code=3663
2026-05-25,上市,3665,貿聯-KY,注意,325 | 3665 | 貿聯-KY | 10 | 六個營業日起迄兩個營業日收盤價價差達360.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 2385.00 | 48.13
2026-05-25,上櫃,3675,德微,注意,33 | 3675 | 德微 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達33.43%(第一款) | 115/05/25 | 334.00 | 118.44 | ../../mainboard/listed/company-detail.html?code=3675
2026-05-25,上櫃,4127,天良,注意,33 | 4127 | 天良 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達59.71%(第一款)當日之成交量較最近六十個營業日日平均成交量放大6.76倍(第三款)當日週轉率達5.71%(第四款) | 115/05/25 | 69.10 | 493.57 | ../../mainboard/listed/company-detail.html?code=4127
2026-05-25,上市,4540,全球傳動,注意,337 | 4540 | 全球傳動 | 7 | 最近六個營業日之累積週轉率為80.73%。且05月25日之週轉率為13.95%﹝第十款﹞。 | 115.05.25 | 72.70 | -----
2026-05-25,上櫃,4542,科嶠,注意,33 | 4542 | 科嶠 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達27.01%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣50元(第一款)當日週轉率達7.96%(第四款)當日本益比為222.69、股價淨值比為10.63且為其所屬產業類別股價淨值比之2.27倍(第六款) | 115/05/25 | 265.00 | 222.69 | ../../mainboard/listed/company-detail.html?code=4542
2026-05-25,上櫃,45421,科嶠一,注意,33 | 45421 | 科嶠一 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達31.93%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達211.73%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣102元(第十一款) | 115/05/25 | 332.00 | N/A | ../../mainboard/listed/company-detail.html?code=45421
2026-05-25,上市,4555,氣立,注意,340 | 4555 | 氣立 | 3 | 最近六個營業日累積收盤價漲幅達25.03%。且05月25日之成交量為最近六十個營業日日平均成交量之7.35倍﹝第三款﹞。 | 115.05.25 | 53.20 | 231.30
2026-05-25,上市,4722,國精化,注意,345 | 4722 | 國精化 | 10 | 05月25日之本益比為 168.05，且股價淨值比為9.30。另當日週轉率為 5.14%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。 | 115.05.25 | 284.00 | 168.05
2026-05-25,上市,4722,國精化,處置,107 | 115/05/25 | 4722 | 國精化 | 1 | 最近十個營業日已有六次 | 115/05/26～115/06/08 | 第一次處置 | １處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。 ２處置期間：自民國一百十五年五月二十六日起至一百十五年六月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。 ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-05-25,上櫃,47223,國精化三(../../mainboard/listed/company-detail.html?code=47223),處置,33 | 115/05/25 | 47223 | 國精化三(../../mainboard/listed/company-detail.html?code=47223) | 7 | 115/05/26~115/06/08 | 轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置 | 上市公司國精化學股份有限公司股票(代號：4722)經臺灣證券交易所股份有限公司發布處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對國精化學股份有限公司國內第三次無擔保轉換公司債（代號：47223）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。 | 198.00 | N/A | 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=4722) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-05-25,上市,4916,事欣科,注意,352 | 4916 | 事欣科 | 7 | 最近六個營業日累積收盤價漲幅達42.37%﹝第一款﹞。且05月25日之週轉率為20.39%﹝第四款﹞。 | 115.05.25 | 101.50 | 18.09
2026-05-25,上市,4916,事欣科,處置,110 | 115/05/25 | 4916 | 事欣科 | 1 | 連續三次 | 115/05/26～115/06/08 | 第一次處置 | １處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。 ２處置期間：自民國一百十五年五月二十六日起至一百十五年六月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。 ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-05-25,上櫃,49165,事欣科五(../../mainboard/listed/company-detail.html?code=49165),處置,33 | 115/05/25 | 49165 | 事欣科五(../../mainboard/listed/company-detail.html?code=49165) | 7 | 115/05/26~115/06/08 | 轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置 | 上市公司事欣科技股份有限公司股票(代號：4916)經臺灣證券交易所股份有限公司發布處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對事欣科技股份有限公司國內第五次無擔保轉換公司債（代號：49165）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。 | 207.00 | N/A | 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=4916) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-05-25,上市,4919,新唐,注意,353 | 4919 | 新唐 | 9 | 最近六個營業日累積收盤價漲幅達36.81%。且六個營業日起迄兩個營業日收盤價價差達70.50 元﹝第一款﹞。且05月25日之週轉率為13.19%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達117.91% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達209.75% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達331.10% ﹝第二款﹞。 | 115.05.25 | 219.00 | -----
2026-05-25,上市,4958,臻鼎-KY,注意,357 | 4958 | 臻鼎-KY | 10 | 最近六個營業日累積收盤價漲幅達28.84%。且六個營業日起迄兩個營業日收盤價價差達140.50元﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達105.43% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達157.42% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達276.51% ﹝第二款﹞。六個營業日起迄兩個營業日收盤價價差達140.50元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 529.00 | 74.61
2026-05-25,上櫃,4979,華星光,注意,33 | 4979 | 華星光 | 43 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣104元(第十一款) | 115/05/25 | 655.00 | 118.44 | ../../mainboard/listed/company-detail.html?code=4979
2026-05-25,上櫃,4991,環宇-KY,注意,33 | 4991 | 環宇-KY | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達28.12%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣142元(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達159.25%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達281.81%(第二款)當日週轉率達5.31%(第四款)當日本益比為347.11、股價淨值比為23.82且為其所屬產業類別股價淨值比之4.23倍、摩根士丹利證券公司當日買進該有價證券之成交金額達6.08億元，且占當日該有價證券之總成交金額10.84%、單一投資人當日買進該有價證券之成交金額達6.08億元，且占當日該有價證券之總成交金額10.84%(第六款) | 115/05/25 | 840.00 | 347.11 | ../../mainboard/listed/company-detail.html?code=4991
2026-05-25,上櫃,5321,美而快,注意,33 | 5321 | 美而快 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達59.42%(第一款) | 115/05/25 | 42.75 | N/A | ../../mainboard/listed/company-detail.html?code=5321
2026-05-25,上櫃,5386,青雲,注意,33 | 5386 | 青雲 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達28.87%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣101元(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達158.15%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達508.01%(第二款)當日週轉率達10.87%(第四款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣101元(第十一款) | 115/05/25 | 546.00 | 10.81 | ../../mainboard/listed/company-detail.html?code=5386
2026-05-25,上市,6155,鈞寶,注意,378 | 6155 | 鈞寶 | 11 | 05月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.47%，且05月22日當日沖銷成交量占該日總成交量比率66.53%﹝第十三款﹞。 | 115.05.25 | 61.20 | 122.40
2026-05-25,上櫃,6173,信昌電,注意,33 | 6173 | 信昌電 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達32.74%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達194.56%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達188.54%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達205.63%(第二款) | 115/05/25 | 211.50 | 56.70 | ../../mainboard/listed/company-detail.html?code=6173
2026-05-25,上櫃,6174,安碁,注意,33 | 6174 | 安碁 | 43 | 最近六個營業日(含當日)之累積週轉率為82%，當日週轉率達16.58%(第十款) | 115/05/25 | 47.50 | 65.97 | ../../mainboard/listed/company-detail.html?code=6174
2026-05-25,上櫃,6182,合晶,注意,33 | 6182 | 合晶 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達34.47%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達114.22%(第二款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為45.34%(第五款) | 115/05/25 | 76.80 | 1920.00 | ../../mainboard/listed/company-detail.html?code=6182
2026-05-25,上櫃,61828,合晶八,注意,33 | 61828 | 合晶八 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達26%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣62元(第一款) | 115/05/25 | 227.00 | N/A | ../../mainboard/listed/company-detail.html?code=61828
2026-05-25,上市,6225,天瀚,注意,389 | 6225 | 天瀚 | 2 | 最近六個營業日累積收盤價跌幅達32.48%﹝第一款﹞。 | 115.05.25 | 25.00 | -----
2026-05-25,上市,6271,同欣電,注意,395 | 6271 | 同欣電 | 5 | 最近六個營業日累積收盤價漲幅達33.25%。且六個營業日起迄兩個營業日收盤價價差達58.50 元﹝第一款﹞。且05月25日之週轉率為14.85%﹝第四款﹞。 | 115.05.25 | 243.50 | 36.13
2026-05-25,上櫃,62745,台燿五,注意,33 | 62745 | 台燿五 | 43 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣99元(第十一款) | 115/05/25 | 427.00 | N/A | ../../mainboard/listed/company-detail.html?code=62745
2026-05-25,上市,6415,矽力*-KY,注意,403 | 6415 | 矽力*-KY | 11 | 最近六個營業日累積收盤價漲幅達29.49%。且六個營業日起迄兩個營業日收盤價價差達104.00元﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達126.37% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達230.07% ﹝第二款﹞。 | 115.05.25 | 618.00 | 83.06
2026-05-25,上市,6442,光聖,注意,406 | 6442 | 光聖 | 20 | 05月25日之本益比為77.71，且股價淨值比為22.76 。另當日週轉率為 6.64%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。六個營業日起迄兩個營業日收盤價價差達245.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞。 | 115.05.25 | 2060.00 | 77.71
2026-05-25,上櫃,6538,倉和,注意,33 | 6538 | 倉和 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達40.93%(第一款) | 115/05/25 | 131.50 | 131.50 | ../../mainboard/listed/company-detail.html?code=6538
2026-05-25,上櫃,6570,維田,注意,33 | 6570 | 維田 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達34.84%(第一款) | 115/05/25 | 59.60 | 36.34 | ../../mainboard/listed/company-detail.html?code=6570
2026-05-25,上櫃,6727,亞泰金屬,注意,33 | 6727 | 亞泰金屬 | 43 | 最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣141元(第十一款) | 115/05/25 | 660.00 | 77.65 | ../../mainboard/listed/company-detail.html?code=6727
2026-05-25,上市,6806,森崴能源,注意,437 | 6806 | 森崴能源 | 21 | 最近六個營業日累積收盤價跌幅達59.33%﹝第一款﹞。 | 115.05.25 | 8.35 | -----
2026-05-25,上市,6806,森崴能源,處置,144 | 115/05/25 | 6806 | 森崴能源 | 5 | 連續三次 | 115/05/26～115/06/08 | 人工管制撮合 | １處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。 ２處置期間：自民國一百十五年五月二十六日起至一百十五年六月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次） ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定： ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。 ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
2026-05-25,上櫃,68061,森崴能源一(../../mainboard/listed/company-detail.html?code=68061),處置,33 | 115/05/25 | 68061 | 森崴能源一(../../mainboard/listed/company-detail.html?code=68061) | 7 | 115/05/26~115/06/08 | 轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置 | 上市公司森崴能源股份有限公司股票(代號：6806)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對森崴能源股份有限公司國內第一次有擔保轉換公司債（代號：68061）改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。 | 97.25 | N/A | 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=6806) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-05-25,上市,6834,天二科技,注意,440 | 6834 | 天二科技 | 13 | 最近六個營業日累積收盤價漲幅達45.18%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達110.31% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達143.71% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達161.38% ﹝第二款﹞。 | 115.05.25 | 77.50 | 127.05
2026-05-25,上市,6906,現觀科,注意,444 | 6906 | 現觀科 | 5 | 最近六個營業日累積收盤價漲幅達37.66%﹝第一款﹞。且05月25日之成交量為最近六十個營業日日平均成交量之8.57倍﹝第三款﹞。 | 115.05.25 | 92.70 | 46.82
2026-05-25,上櫃,704792,雍智永豐59購01,注意,33 | 704792 | 雍智永豐59購01 | 43 | 最近六個營業日(含當日)累積之最後成交價跌幅達33.81%(第一款) | 115/05/25 | 23.00 | N/A | ../../mainboard/listed/company-detail.html?code=704792
2026-05-25,上櫃,707393,頎邦群益5B購02,注意,33 | 707393 | 頎邦群益5B購02 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達39.2%(第一款) | 115/05/25 | 11.70 | N/A | ../../mainboard/listed/company-detail.html?code=707393
2026-05-25,上櫃,722723,新復興統一58購02,注意,33 | 722723 | 新復興統一58購02 | 43 | 最近六個營業日(含當日)累積之最後成交價漲幅達43.26%(第一款) | 115/05/25 | 0.68 | N/A | ../../mainboard/listed/company-detail.html?code=722723
2026-05-25,上櫃,722723,新復興統一58購02(../../mainboard/listed/company-detail.html?code=722723),處置,33 | 115/05/25 | 722723 | 新復興統一58購02(../../mainboard/listed/company-detail.html?code=722723) | 7 | 115/05/26~115/06/08 | 因連續3個營業日達本中心作業要點第四條第一項第一款(./attention.html) | 新復興統一58購02權證(代號：722723)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。 | 0.68 | N/A | 公布注意情形(./attention.html?code=722723&startDate=20260425&endDate=20260525&type=code) 財務業務資訊及股權異動(https://mops.twse.com.tw/mops/#/web/t146sb05?companyId=722723) 財務資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb01_q1) 交易資訊重點專區(https://mops.twse.com.tw/mops/#/web/t211sb05)
2026-05-25,上櫃,732586,印能統一5A購01,注意,33 | 732586 | 印能統一5A購01 | 43 | 最近六個營業日(含當日)累積之最後成交價跌幅達38.64%(第一款) | 115/05/25 | 2.39 | N/A | ../../mainboard/listed/company-detail.html?code=732586
2026-05-25,上市,7610,聯友金屬-創,注意,453 | 7610 | 聯友金屬-創 | 29 | 最近六個營業日累積收盤價漲幅達28.91%。且六個營業日起迄兩個營業日收盤價價差達220.00元﹝第一款﹞。 | 115.05.25 | 1250.00 | 77.40
2026-05-25,上市,8021,尖點,注意,465 | 8021 | 尖點 | 32 | 05月25日之本益比為 132.95，且股價淨值比為12.51 。另當日週轉率為 6.21%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。 | 115.05.25 | 464.00 | 132.95
2026-05-25,上市,8021,尖點,處置,158 | 115/05/25 | 8021 | 尖點 | 5 | 最近十個營業日已有六次 | 115/05/26～115/06/08 | 第二次處置 | １處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。 ２處置期間：自民國一百十五年五月二十六日起至一百十五年六月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。 ３處置措施： ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。 ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。 ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。 | 提供處置有價證券連結資訊 1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準 2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
