日期,代號,名稱,市場別,收盤價,漲跌幅,成交量,本益比,主力淨買超
2026-07-06,1452,宏益,上市,11.95,0.0,427346,,-59000.0
2026-07-06,1453,大將,上市,11.55,0.0,91544,105.0,29000.0
2026-07-06,1454,台富,上市,13.1,0.05,42925,,11000.0
2026-07-06,1455,集盛,上市,10.9,-0.1,15036236,,-2100089.0
2026-07-06,1456,怡華,上市,14.3,0.2,100104,4.14,-12000.0
2026-07-06,1457,宜進,上市,14.7,0.0,158035,16.15,1000.0
2026-07-06,1459,聯發,上市,12.15,0.15,269834,7.84,16000.0
2026-07-06,1460,宏遠,上市,8.08,-0.5,6049672,,-1049793.0
2026-07-06,1463,強盛新,上市,17.75,-0.05,121615,,65000.0
2026-07-06,1464,得力,上市,11.1,0.1,1301138,30.0,142201.0
2026-07-06,1465,偉全,上市,13.65,0.7,748096,,6052.0
2026-07-06,1466,聚隆,上市,18.3,-0.1,5769261,,-204122.0
2026-07-06,1467,南緯,上市,9.31,-0.4,5797832,,-164397.0
2026-07-06,1468,昶和,上市,12.3,0.05,37040,102.5,6000.0
2026-07-06,1470,大統新創,上市,21.7,0.7,1000,24.94,1000.0
2026-07-06,1471,首利,上市,10.9,-0.2,705896,,-7356.0
2026-07-06,1472,三洋實業,上市,87.9,0.3,37159,13.67,-11000.0
2026-07-06,1473,台南,上市,20.8,0.0,160489,,-31000.0
2026-07-06,1474,弘裕,上市,10.8,-0.55,1229112,45.0,-90324.0
2026-07-06,1475,業旺,上市,27.95,0.5,11034,10.96,0.0
2026-07-06,1476,儒鴻,上市,323.0,-0.5,885251,15.63,169410.0
2026-07-06,1477,聚陽,上市,230.0,1.5,3149459,16.61,320042.0
2026-07-06,1503,士電,上市,241.5,3.5,4140994,35.99,1261840.0
2026-07-06,1504,東元,上市,73.1,3.1,28733010,32.49,9690375.0
2026-07-06,1506,正道,上市,10.55,0.05,321278,150.71,-8000.0
2026-07-06,1512,瑞利,上市,7.21,0.06,253656,26.7,16000.0
2026-07-06,1513,中興電,上市,178.5,2.0,7138128,21.69,2217158.0
2026-07-06,1514,亞力,上市,126.5,3.5,15063929,36.88,4232246.0
2026-07-06,1515,力山,上市,42.75,0.75,10900004,43.62,-568390.0
2026-07-06,1516,川飛,上市,18.65,-0.15,76071,932.5,-1000.0
2026-07-06,1517,利奇,上市,11.35,0.15,674746,,-11025.0
2026-07-06,1519,華城,上市,773.0,0.0,2977170,53.13,120758.0
2026-07-06,1521,大億,上市,26.25,0.0,20813,36.97,-7000.0
2026-07-06,1522,堤維西,上市,30.55,-0.05,643984,98.55,53893.0
2026-07-06,1522A,堤維西甲特,上市,50.0,0.0,3000,,
2026-07-06,1524,耿鼎,上市,29.5,-0.15,751791,19.67,140255.0
2026-07-06,1525,江申,上市,68.0,0.1,14062,42.5,-4000.0
2026-07-06,1526,日馳,上市,15.0,0.05,163412,,-20000.0
2026-07-06,1527,鑽全,上市,33.9,-0.3,328567,37.25,-90001.0
2026-07-06,1528,恩德,上市,24.05,-0.15,1478300,,166406.0
2026-07-06,1529,樂事綠能,上市,23.2,0.1,845393,20.35,142031.0
2026-07-06,1530,亞崴,上市,29.75,-0.25,68681,25.87,-15063.0
2026-07-06,1531,高林股,上市,13.15,0.05,284822,,59000.0
2026-07-06,1532,勤美,上市,23.6,0.2,496800,20.17,171659.0
2026-07-06,1533,車王電,上市,37.5,0.0,128689,23.01,-36000.0
2026-07-06,1535,中宇,上市,50.3,-0.1,28662,12.93,5000.0
2026-07-06,1536,和大,上市,53.1,0.9,4806185,,666802.0
2026-07-06,1537,廣隆,上市,126.5,0.0,51925,16.64,772.0
2026-07-06,1538,正峰,上市,10.7,0.0,12001,,
2026-07-06,1539,巨庭,上市,16.1,0.05,184281,402.5,37000.0
2026-07-06,1540,喬福,上市,22.8,0.0,496681,24.52,190340.0
2026-07-06,1541,錩泰,上市,21.6,-0.1,53164,9.52,0.0
2026-07-06,1558,伸興,上市,92.8,0.9,104805,16.51,3110.0
2026-07-06,1560,中砂,上市,745.0,-11.0,623502,73.47,-101854.0
2026-07-06,1563,巧新,上市,71.0,0.5,5251854,161.36,37720.0
2026-07-06,1565,精華,上櫃,98.8,0.6,340000,14.15,8985.0
2026-07-06,1568,倉佑,上市,37.5,-2.0,1031569,27.99,-122182.0
2026-07-06,1569,濱川,上櫃,49.5,0.9,901000,,246227.0
2026-07-06,1570,力肯,上櫃,41.7,-1.5,217000,106.92,-83000.0
2026-07-06,1580,新麥,上櫃,124.0,-0.5,65000,9.84,-39000.0
2026-07-06,1582,信錦,上市,82.1,-0.6,852127,29.85,-235946.0
2026-07-06,1583,程泰,上市,50.2,-0.3,20013,17.99,-7000.0
2026-07-06,1584,精剛,上櫃,20.0,-0.1,1413000,76.92,-65355.0
2026-07-06,1586,和勤,上櫃,19.85,0.35,744000,165.42,50081.0
2026-07-06,1587,吉茂,上市,28.8,0.6,639459,70.24,-101262.0
2026-07-06,1590,亞德客-KY,上市,1385.0,-55.0,837752,30.32,68902.0
2026-07-06,1593,祺驊,上櫃,30.45,0.0,42000,13.01,0.0
2026-07-06,1595,川寶,上櫃,76.6,-1.7,528000,,-49041.0
2026-07-06,1597,直得,上市,151.5,-4.5,1547161,127.31,-50050.0
2026-07-06,1598,岱宇,上市,19.5,-0.15,141810,,29000.0
2026-07-06,1599,宏佳騰,上櫃,24.45,0.85,193000,,23167.0
2026-07-06,1603,華電,上市,32.9,0.3,330265,12.23,-24000.0
2026-07-06,1604,聲寶,上市,23.8,0.3,850101,14.42,330610.0
2026-07-06,1605,華新,上市,36.55,0.3,29312334,26.68,1046719.0
2026-07-06,1608,華榮,上市,35.4,0.6,7533979,6.42,1058021.0
2026-07-06,1609,大亞,上市,43.75,3.95,27412935,18.31,7684531.0
2026-07-06,1611,中電,上市,13.85,0.05,1945611,346.25,392993.0
2026-07-06,1612,宏泰,上市,35.1,0.0,1028005,11.7,95002.0
2026-07-06,1614,三洋電,上市,32.0,-0.25,22709,24.24,3000.0
2026-07-06,1615,大山,上市,45.55,0.35,119450,9.61,35000.0
2026-07-06,1616,億泰,上市,23.65,0.25,1285493,19.23,-168819.0
2026-07-06,1617,榮星,上市,26.7,2.2,3331504,30.34,-70128.0
2026-07-06,1618,合機,上市,42.2,0.5,1310472,9.27,187823.0
2026-07-06,1623,大東電,上市,235.0,21.0,1863708,18.98,392769.0
2026-07-06,1626,艾美特-KY,上市,11.35,0.15,260744,,-25000.0
2026-07-06,1702,南僑,上市,33.85,1.3,1176247,47.01,-40675.0
2026-07-06,1707,葡萄王,上市,93.2,0.3,547276,11.65,-32133.0
2026-07-06,1708,東鹼,上市,61.7,1.0,15403586,18.31,372170.0
2026-07-06,1709,和益,上市,24.85,1.15,5991950,17.88,905666.0
2026-07-06,1710,東聯,上市,18.65,-0.2,24115848,,2470751.0
2026-07-06,1711,永光,上市,47.35,1.65,18804119,,1520800.0
2026-07-06,1712,興農,上市,39.9,-0.25,583178,16.09,-98891.0
2026-07-06,1713,國化,上市,49.5,-0.15,190923,11.05,38000.0
2026-07-06,1714,和桐,上市,20.9,-1.85,141509466,32.66,-38994890.0
2026-07-06,1717,長興,上市,85.4,3.8,103205853,57.7,25412819.0
2026-07-06,1718,中纖,上市,15.2,0.25,318065030,63.33,-17781189.0
2026-07-06,1720,生達,上市,63.9,0.0,155785,11.83,8001.0
2026-07-06,1721,三晃,上市,29.05,2.6,11243263,,965943.0
2026-07-06,1722,台肥,上市,48.95,0.2,3261724,47.07,1594141.0
2026-07-06,1723,中碳,上市,85.1,0.6,456111,34.31,105825.0
2026-07-06,1725,元禎,上市,36.0,0.9,365965,22.22,89000.0
2026-07-06,1726,永記,上市,78.3,-0.1,31242,13.2,-3101.0
2026-07-06,1727,中華化,上市,101.5,8.8,9999039,274.32,2106508.0
2026-07-06,1730,花仙子,上市,51.2,0.0,143841,11.06,30000.0
2026-07-06,1731,美吾華,上市,20.85,0.15,142341,14.89,6000.0
2026-07-06,1732,毛寶,上市,26.6,-0.15,125759,29.56,-64000.0
2026-07-06,1733,五鼎,上市,30.25,0.4,267016,16.62,76999.0
2026-07-06,1734,杏輝,上市,33.8,0.2,934953,19.65,362080.0
2026-07-06,1735,日勝化,上市,24.35,0.6,707161,30.06,12955.0
2026-07-06,1736,喬山,上市,131.5,0.0,624650,15.98,-78303.0
2026-07-06,1737,臺鹽,上市,32.0,-0.05,92720,16.08,-34000.0
2026-07-06,1742,台蠟,上櫃,15.35,-0.15,5000,,
2026-07-06,1752,南光,上市,32.4,0.1,81040,15.96,-1000.0
2026-07-06,1760,寶齡富錦,上市,65.9,2.9,804943,26.47,7193.0
2026-07-06,1762,中化生,上市,40.7,3.0,2089752,,339196.0
2026-07-06,1773,勝一,上市,185.0,7.5,1424700,25.52,582915.0
2026-07-06,1776,展宇,上市,20.15,-0.15,271375,41.12,117000.0
2026-07-06,1777,生泰,上櫃,73.8,1.1,71000,12.79,21000.0
2026-07-06,1780,立弘,上櫃,24.75,0.15,91000,22.3,11005.0
2026-07-06,1781,合世,上櫃,12.1,0.05,97000,,1000.0
2026-07-06,1783,和康生,上市,40.6,0.7,175969,13.44,62924.0
2026-07-06,1784,訊聯,上櫃,70.2,0.4,367000,76.3,-33798.0
2026-07-06,1785,光洋科,上櫃,153.0,-3.0,22586000,30.18,-2510121.0
2026-07-06,1786,科妍,上市,54.4,0.1,248226,32.0,55538.0
2026-07-06,1788,杏昌,上櫃,130.0,0.0,20000,14.91,-3000.0
2026-07-06,1789,神隆,上市,21.05,0.2,895682,150.36,100072.0
2026-07-06,1795,美時,上市,204.5,5.0,3360281,13.95,118811.0
2026-07-06,1796,金穎生技,上櫃,31.6,-0.75,18000,83.16,-1011.0
2026-07-06,1799,易威,上櫃,33.9,0.4,117000,,-29397.0
2026-07-06,1802,台玻,上市,67.9,-0.9,32012102,522.31,-8150637.0
2026-07-06,1805,寶徠,上市,10.2,-0.2,218015,78.46,6000.0
2026-07-06,1806,冠軍,上市,8.52,0.01,679510,60.86,-213000.0
2026-07-06,1808,潤隆,上市,31.5,1.1,1621026,11.75,549312.0
2026-07-06,1809,中釉,上市,52.0,-1.9,4179323,273.68,-40188.0
2026-07-06,1810,和成,上市,23.7,0.45,23364532,6.27,-1709411.0
2026-07-06,1813,寶利徠,上櫃,12.0,-0.05,16000,,
2026-07-06,1815,富喬,上櫃,99.5,-2.0,16203000,51.03,-2515309.0
2026-07-06,1817,凱撒衛,上市,38.8,-0.1,97206,9.26,13000.0
2026-07-06,1903,士紙,上市,50.1,1.15,798326,38.84,110108.0
2026-07-06,1904,正隆,上市,23.9,0.7,6451802,19.59,1444584.0
2026-07-06,1905,華紙,上市,16.85,-0.15,8884818,,839123.0
2026-07-06,1906,寶隆,上市,11.55,0.1,160930,,16000.0
2026-07-06,1907,永豐餘,上市,28.7,0.55,2779187,20.5,1372159.0
2026-07-06,1909,榮成,上市,10.65,0.35,13366929,,4508276.0
2026-07-06,2002,中鋼,上市,19.0,0.05,26255550,,9884344.0
2026-07-06,2002A,中鋼特,上市,38.4,-0.1,33583,,-1000.0
2026-07-06,2006,東和鋼鐵,上市,68.6,-0.8,1065987,10.35,-298045.0
2026-07-06,2007,燁興,上市,7.46,-0.06,1010475,,-213000.0
2026-07-06,2008,高興昌,上市,30.65,-0.15,4995,40.87,2000.0
2026-07-06,2009,第一銅,上市,39.55,-0.1,1926839,69.39,304953.0
2026-07-06,2010,春源,上市,21.8,0.25,1206050,9.36,-78093.0
2026-07-06,2012,春雨,上市,16.5,0.15,62504,,-1000.0
2026-07-06,2013,中鋼構,上市,41.5,-0.15,206203,12.85,-67094.0
2026-07-06,2014,中鴻,上市,17.6,-0.25,2890018,,259999.0
2026-07-06,2015,豐興,上市,62.3,0.0,345778,15.69,179321.0
2026-07-06,2017,官田鋼,上市,9.45,-0.09,543768,,-49110.0
2026-07-06,2020,美亞,上市,21.75,0.05,229005,11.21,-49000.0
2026-07-06,2022,聚亨,上市,8.13,-0.07,1430841,,-139840.0
2026-07-06,2023,燁輝,上市,13.65,0.0,682411,,173000.0
2026-07-06,2024,志聯,上市,13.95,0.0,5467,199.29,2000.0
2026-07-06,2025,千興,上市,13.45,-0.2,417571,84.06,-74825.0
2026-07-06,2027,大成鋼,上市,41.3,0.15,7065493,12.08,2949544.0
2026-07-06,2028,威致,上市,16.2,0.0,72186,46.29,-8000.0
2026-07-06,2029,盛餘,上市,20.9,0.0,277263,33.71,50000.0
2026-07-06,2030,彰源,上市,19.2,-0.05,1202977,29.09,223524.0
2026-07-06,2031,新光鋼,上市,38.9,-0.15,735193,8.51,222262.0
2026-07-06,2032,新鋼,上市,16.95,-0.3,291547,19.71,-81000.0
2026-07-06,2033,佳大,上市,16.4,-0.15,101100,49.7,4000.0
2026-07-06,2034,允強,上市,20.6,0.15,1257452,,368885.0
2026-07-06,2035,唐榮,上櫃,27.9,0.0,1000,,
2026-07-06,2038,海光,上市,13.6,-0.1,346665,,32961.0
2026-07-06,2049,上銀,上市,364.0,14.0,5350740,79.3,1168324.0
2026-07-06,2059,川湖,上市,7785.0,-215.0,468046,68.62,-88202.0
2026-07-06,2061,風青,上櫃,80.1,5.9,732000,,9310.0
2026-07-06,2062,橋椿,上市,19.35,0.1,292946,92.14,38000.0
2026-07-06,2063,世鎧,上櫃,24.15,0.05,9000,15.99,0.0
2026-07-06,2064,晉椿,上櫃,13.7,-0.3,5000,,-1000.0
2026-07-06,2065,世豐,上櫃,32.8,0.2,43000,26.89,-5000.0
2026-07-06,2066,世德,上櫃,68.8,-0.3,164000,55.04,47000.0
2026-07-06,2067,嘉鋼,上櫃,6.8,0.0,42000,,-1.0
2026-07-06,2069,運錩,上市,18.6,0.0,140294,10.11,43000.0
2026-07-06,2070,精湛,上櫃,63.8,0.7,317000,34.67,40000.0
2026-07-06,2072,世紀風電,上市,147.5,0.5,581196,11.29,-28926.0
2026-07-06,2073,雄順,上櫃,27.0,0.85,1000,,
2026-07-06,2101,南港,上市,34.15,0.75,3323909,11.02,1388455.0
2026-07-06,2102,泰豐,上市,18.8,0.0,270793,2.91,42000.0
2026-07-06,2103,台橡,上市,24.2,0.7,29304824,36.12,4548972.0
2026-07-06,2104,國際中橡,上市,11.4,0.2,11989190,,-144741.0
2026-07-06,2105,正新,上市,32.55,0.4,14467556,20.09,7974317.0
2026-07-06,2106,建大,上市,17.9,0.15,840661,105.29,138000.0
2026-07-06,2107,厚生,上市,25.85,0.05,189644,17.95,-22160.0
2026-07-06,2108,南帝,上市,29.85,0.0,2150281,34.31,416394.0
2026-07-06,2109,華豐,上市,14.95,0.0,345313,12.46,89000.0
2026-07-06,2114,鑫永銓,上市,90.4,-0.1,33516,15.72,-7010.0
2026-07-06,2115,六暉-KY,上市,21.2,0.1,60047,16.69,5000.0
2026-07-06,2201,裕隆,上市,29.3,0.5,4614712,34.47,1865390.0
2026-07-06,2204,中華,上市,57.5,0.4,740526,10.61,374089.0
2026-07-06,2206,三陽工業,上市,63.6,-0.4,787360,11.22,410002.0
2026-07-06,2207,和泰車,上市,476.5,3.5,268056,13.96,117666.0
2026-07-06,2208,台船,上市,20.3,-0.5,30046361,,-2875584.0
2026-07-06,2211,長榮鋼,上市,96.8,0.3,603795,11.83,-168171.0
2026-07-06,2221,大甲,上櫃,48.6,0.45,221000,20.68,-27001.0
2026-07-06,2227,裕日車,上市,50.0,0.0,27762,53.76,-2000.0
2026-07-06,2228,劍麟,上市,87.8,0.1,80893,20.56,5000.0
2026-07-06,2230,泰茂,上櫃,25.4,-0.15,92000,,-8108.0
2026-07-06,2231,為升,上市,123.5,5.0,4818548,,289587.0
2026-07-06,2233,宇隆,上市,264.5,-10.5,1191599,42.19,-48562.0
2026-07-06,2235,謚源,上櫃,30.3,0.4,9000,43.29,
2026-07-06,2236,百達-KY,上市,184.0,0.0,1665511,,-57262.0
2026-07-06,2239,英利-KY,上市,22.95,-0.25,361470,,-23162.0
2026-07-06,2241,艾姆勒,上市,46.35,-1.25,2711603,,-654086.0
2026-07-06,2243,宏旭-KY,上市,66.0,0.1,352233,26.51,-30000.0
2026-07-06,2247,汎德永業,上市,236.0,-1.0,43324,14.86,-3000.0
2026-07-06,2248,華勝-KY,上市,58.9,1.6,146328,9.95,32000.0
2026-07-06,2250,IKKA-KY,上市,69.4,-2.1,531098,20.59,-107000.0
2026-07-06,2254,巨鎧精密-創,上市,59.6,0.3,10000,,0.0
2026-07-06,2258,鴻華先進-創,上市,32.25,-0.65,534461,,-280025.0
2026-07-06,2301,光寶科,上市,224.0,5.0,25152249,32.94,7242640.0
2026-07-06,2302,麗正,上市,52.2,0.2,11311807,66.08,-793841.0
2026-07-06,2303,聯電,上市,166.0,-4.5,55004854,41.71,-8683652.0
2026-07-06,2305,全友,上市,42.65,3.85,2877286,157.96,-13068.0
2026-07-06,2308,台達電,上市,1995.0,-80.0,9220091,73.56,-2139125.0
2026-07-06,2312,金寶,上市,35.55,0.7,21782984,34.18,4864155.0
2026-07-06,2313,華通,上市,235.0,5.5,35969578,41.45,152738.0
2026-07-06,2314,台揚,上市,13.9,-0.2,233714,,-2000.0
2026-07-06,2316,楠梓電,上市,216.0,-5.5,1292658,13.99,-338808.0
2026-07-06,2317,鴻海,上市,242.0,1.5,43693584,17.19,-6471732.0
2026-07-06,2321,東訊,上市,13.6,0.0,9278,,
2026-07-06,2323,中環,上市,11.9,-0.1,11287616,5.46,1755662.0
2026-07-06,2324,仁寶,上市,35.7,0.75,54803161,26.84,2753015.0
2026-07-06,2327,國巨*,上市,1005.0,-40.0,42912780,79.13,341487.0
2026-07-06,2328,廣宇,上市,51.0,-0.2,4229991,52.04,-171135.0
2026-07-06,2329,華泰,上市,54.6,1.6,9800091,24.71,1248239.0
2026-07-06,2330,台積電,上市,2460.0,15.0,21041918,33.07,258122.0
2026-07-06,2331,精英,上市,21.3,0.05,2991145,42.6,431689.0
2026-07-06,2332,友訊,上市,19.5,-0.5,38129440,,-4930948.0
2026-07-06,2337,旺宏,上市,144.5,2.0,63898046,,-10705417.0
2026-07-06,2338,光罩,上市,50.6,-0.9,2606863,,-615605.0
2026-07-06,2340,台亞,上市,38.95,0.85,11886954,,771900.0
2026-07-06,2342,茂矽,上市,59.2,0.9,3570858,,166018.0
2026-07-06,2344,華邦電,上市,183.0,-1.5,163686093,54.3,-26294305.0
2026-07-06,2345,智邦,上市,2645.0,-90.0,2283004,50.02,-317479.0
2026-07-06,2347,聯強,上市,93.8,-1.0,9136810,16.31,-2957773.0
2026-07-06,2348,海悅,上市,76.3,0.3,716994,18.39,-22301.0
2026-07-06,2348A,海悅甲特,上市,37.55,0.05,2023,,
2026-07-06,2349,錸德,上市,13.4,0.1,3992516,,596642.0
2026-07-06,2351,順德,上市,228.0,20.5,15225992,100.88,4787884.0
2026-07-06,2352,佳世達,上市,35.4,3.2,51699569,57.1,10921314.0
2026-07-06,2353,宏碁,上市,32.8,-0.1,29334393,24.85,-4411746.0
2026-07-06,2354,鴻準,上市,58.4,2.8,16885111,27.68,3251186.0
2026-07-06,2355,敬鵬,上市,53.1,0.0,4385043,31.42,-4865.0
2026-07-06,2356,英業達,上市,67.2,-0.4,26058759,25.55,-2061575.0
2026-07-06,2357,華碩,上市,680.0,5.0,3352579,12.15,362831.0
2026-07-06,2359,所羅門,上市,142.5,0.5,4436297,73.45,320475.0
2026-07-06,2360,致茂,上市,2180.0,-85.0,1598062,68.75,-318143.0
2026-07-06,2362,藍天,上市,44.95,3.45,2666567,20.07,299795.0
2026-07-06,2363,矽統,上市,68.3,-2.3,20148848,40.18,-5752567.0
2026-07-06,2364,倫飛,上市,71.6,3.5,470823,18.31,206065.0
2026-07-06,2365,昆盈,上市,34.2,-0.85,2111420,87.69,-289134.0
2026-07-06,2367,燿華,上市,53.8,-1.2,9630075,,-1860578.0
2026-07-06,2368,金像電,上市,1225.0,-80.0,5477325,55.3,-1194808.0
2026-07-06,2369,菱生,上市,43.2,3.9,30482826,,9323997.0
2026-07-06,2371,大同,上市,28.15,0.15,12514476,,2891423.0
2026-07-06,2373,震旦行,上市,53.9,0.0,126046,13.82,37000.0
2026-07-06,2374,佳能,上市,77.4,0.3,4312130,27.84,675593.0
2026-07-06,2375,凱美,上市,208.5,-7.5,14588654,63.37,-883970.0
2026-07-06,2376,技嘉,上市,336.5,-2.0,4511072,15.72,-735466.0
2026-07-06,2377,微星,上市,142.5,-0.5,10395395,14.89,1864929.0
2026-07-06,2379,瑞昱,上市,769.0,-14.0,3208976,27.68,143031.0
2026-07-06,2380,虹光,上市,22.2,0.2,102560,21.14,13000.0
2026-07-06,2382,廣達,上市,378.0,1.0,25001955,19.0,-2751727.0
2026-07-06,2383,台光電,上市,5475.0,-605.0,3511893,118.76,-1086474.0
2026-07-06,2385,群光,上市,107.5,0.5,5942293,12.13,122250.0
2026-07-06,2387,精元,上市,40.8,-0.25,935022,14.32,345161.0
2026-07-06,2388,威盛,上市,71.2,0.0,3033840,395.56,-358892.0
2026-07-06,2390,云辰,上市,13.45,0.2,5142030,,-1350601.0
2026-07-06,2392,正崴,上市,39.8,0.05,2249968,,121155.0
2026-07-06,2393,億光,上市,70.0,1.3,3900322,16.71,781600.0
2026-07-06,2395,研華,上市,515.0,-6.0,1522169,39.95,-55051.0
2026-07-06,2397,友通,上市,61.0,-0.1,560660,26.29,187043.0
2026-07-06,2399,映泰,上市,55.0,5.0,22982433,35.26,5887213.0
2026-07-06,2401,凌陽,上市,32.7,-0.75,9287988,,1150.0
2026-07-06,2402,毅嘉,上市,69.1,1.6,5523332,35.44,1482326.0
2026-07-06,2404,漢唐,上市,1320.0,-30.0,2397863,24.54,-440486.0
2026-07-06,2405,輔信,上市,17.5,-0.05,2345139,,253708.0
2026-07-06,2406,國碩,上市,41.45,0.3,30197702,,803003.0
2026-07-06,2408,南亞科,上市,420.5,11.0,62093163,37.65,5778236.0
2026-07-06,2409,友達,上市,31.7,1.7,410630157,99.06,98513450.0
2026-07-06,2412,中華電,上市,141.5,0.5,13315485,28.13,-1253538.0
2026-07-06,2413,環科,上市,48.5,0.05,1150160,62.99,-177495.0
2026-07-06,2414,精技,上市,61.7,0.2,363814,17.48,19976.0
2026-07-06,2415,錩新,上市,41.65,3.75,1392330,21.69,546590.0
2026-07-06,2417,圓剛,上市,47.45,-0.05,1275647,182.5,186085.0
2026-07-06,2419,仲琦,上市,29.1,-0.6,2211483,,-383811.0
2026-07-06,2420,新巨,上市,62.0,0.0,570481,15.74,-18629.0
2026-07-06,2421,建準,上市,148.5,-0.5,1337311,18.13,212137.0
2026-07-06,2423,固緯,上市,76.7,2.1,79522,21.54,3000.0
2026-07-06,2424,隴華,上市,10.0,-0.2,26541,,-4000.0
2026-07-06,2425,承啟,上市,41.6,-0.75,1502988,,80350.0
2026-07-06,2426,鼎元,上市,79.2,0.2,18578077,,-2841445.0
2026-07-06,2427,三商電,上市,25.9,-0.75,11731589,20.23,-215057.0
2026-07-06,2428,興勤,上市,343.5,1.5,6383079,31.23,314426.0
2026-07-06,2429,銘旺科,上市,49.05,0.35,2568839,,77375.0
2026-07-06,2430,燦坤,上市,18.25,0.2,629154,38.02,123000.0
2026-07-06,2431,聯昌,上市,12.1,0.05,822625,,34582.0
2026-07-06,2432,倚天酷碁-創,上市,28.65,0.05,36598,14.92,-9000.0
2026-07-06,2433,互盛電,上市,42.1,0.05,67153,13.8,1000.0
2026-07-06,2434,統懋,上市,54.3,-3.4,1382716,,65869.0
2026-07-06,2436,偉詮電,上市,77.7,1.8,8588800,23.06,2787624.0
2026-07-06,2438,翔耀,上市,0.0,0.0,0,,
2026-07-06,2439,美律,上市,91.8,-0.4,2198170,18.66,194386.0
2026-07-06,2440,太空梭,上市,18.0,0.6,1201237,,460000.0
2026-07-06,2441,超豐,上市,145.0,3.0,34916639,31.05,3401922.0
2026-07-06,2442,新美齊,上市,19.8,0.1,1299973,3.77,30000.0
2026-07-06,2444,兆勁,上市,12.7,-0.2,401627,,-33001.0
2026-07-06,2449,京元電子,上市,351.0,16.0,52913821,47.63,17492199.0
2026-07-06,2450,神腦,上市,29.05,-0.1,143044,18.99,24000.0
2026-07-06,2451,創見,上市,270.5,7.5,4080708,8.75,800875.0
2026-07-06,2453,凌群,上市,57.5,0.1,417743,18.31,65423.0
2026-07-06,2454,聯發科,上市,4125.0,-70.0,6897420,65.74,337164.0
2026-07-06,2455,全新,上市,338.0,-20.0,12023717,106.62,-3698316.0
2026-07-06,2457,飛宏,上市,30.15,0.65,5298428,,1690531.0
2026-07-06,2458,義隆,上市,179.0,-5.0,6673615,19.71,-773299.0
2026-07-06,2459,敦吉,上市,64.1,-0.2,64890,12.26,-21000.0
2026-07-06,2460,建通,上市,39.5,0.75,2750734,,802235.0
2026-07-06,2461,光群雷,上市,17.9,-0.05,1133942,,141990.0
2026-07-06,2462,良得電,上市,24.15,-0.35,462110,345.0,-229547.0
2026-07-06,2464,盟立,上市,169.0,-3.5,12526002,,-1498355.0
2026-07-06,2465,麗臺,上市,75.5,2.1,900043,57.2,2208.0
2026-07-06,2466,冠西電,上市,94.8,8.6,1976858,128.11,253000.0
2026-07-06,2467,志聖,上市,655.0,40.0,2952101,87.1,524033.0
2026-07-06,2468,華經,上市,37.75,-1.0,784390,29.49,4080.0
2026-07-06,2471,資通,上市,54.1,0.2,164208,14.13,32000.0
2026-07-06,2472,立隆電,上市,405.0,-20.0,8669414,46.82,-937940.0
2026-07-06,2474,可成,上市,196.0,0.0,10708015,18.77,-3166728.0
2026-07-06,2476,鉅祥,上市,136.0,3.0,4147967,31.12,124706.0
2026-07-06,2477,美隆電,上市,22.2,-0.1,220522,13.7,-11000.0
2026-07-06,2478,大毅,上市,215.0,-23.0,12665961,57.95,-4198902.0
2026-07-06,2480,敦陽科,上市,162.0,2.5,740541,19.31,371710.0
2026-07-06,2481,強茂,上市,227.5,20.5,8453417,72.22,-320200.0
2026-07-06,2482,連宇,上市,17.3,0.3,330561,,41395.0
2026-07-06,2483,百容,上市,69.9,2.8,2359062,75.98,106000.0
2026-07-06,2484,希華,上市,95.8,-0.6,80006414,129.46,-5240180.0
2026-07-06,2485,兆赫,上市,53.1,-0.5,4686595,1327.5,-283562.0
2026-07-06,2486,一詮,上市,259.5,10.5,9690937,508.82,1470974.0
2026-07-06,2488,漢平,上市,54.3,-0.1,409176,11.7,-148360.0
2026-07-06,2489,瑞軒,上市,41.05,-0.65,9588306,37.66,-778215.0
2026-07-06,2491,吉祥全,上市,39.45,0.85,941043,11.47,134000.0
2026-07-06,2492,華新科,上市,557.0,-6.0,1492056,106.7,125567.0
2026-07-06,2493,揚博,上市,283.0,-31.0,5394031,66.9,-1336166.0
2026-07-06,2495,普安,上市,52.6,0.8,6425046,46.55,1792911.0
2026-07-06,2496,卓越,上市,64.6,0.0,4160,10.09,-1000.0
2026-07-06,2497,怡利電,上市,66.8,6.0,4040459,29.56,1466663.0
2026-07-06,2498,宏達電,上市,45.0,0.55,7262300,21.74,1594797.0
2026-07-06,2501,國建,上市,24.75,0.5,5260157,6.4,-1704725.0
2026-07-06,2504,國產,上市,32.35,-0.35,4703431,9.83,-2246900.0
2026-07-06,2505,國揚,上市,18.25,0.05,186725,9.17,48000.0
2026-07-06,2506,太設,上市,9.01,0.09,193950,,41000.0
2026-07-06,2509,全坤建,上市,13.55,-0.05,93297,,-17000.0
2026-07-06,2511,太子,上市,8.64,0.24,4751475,24.69,1329059.0
2026-07-06,2514,龍邦,上市,13.15,0.0,99220,7.47,6978.0
2026-07-06,2515,中工,上市,14.25,-0.05,12747369,29.69,1553130.0
2026-07-06,2516,新建,上市,14.0,-0.1,391228,11.86,-11000.0
2026-07-06,2520,冠德,上市,35.25,0.4,1863035,14.63,673565.0
