日期,代號,名稱,市場別,收盤價,漲跌幅,成交量,本益比,主力淨買超
2026-07-06,2524,京城,上市,36.4,-0.3,56079,63.86,16120.0
2026-07-06,2527,宏璟,上市,42.6,1.4,1201608,8.4,258283.0
2026-07-06,2528,皇普,上市,22.55,-0.25,262397,9.44,-1245.0
2026-07-06,2530,華建,上市,19.65,0.25,544053,10.03,215950.0
2026-07-06,2534,宏盛,上市,17.15,0.05,1213472,16.65,106000.0
2026-07-06,2535,達欣工,上市,90.0,0.7,288617,10.79,4090.0
2026-07-06,2536,宏普,上市,21.6,0.15,4395934,6.53,-520000.0
2026-07-06,2537,聯上發,上市,11.2,0.0,1571590,35.0,-137000.0
2026-07-06,2538,基泰,上市,9.97,0.0,254032,27.69,-18000.0
2026-07-06,2539,櫻花建,上市,39.7,0.4,961631,14.03,507841.0
2026-07-06,2540,愛山林,上市,53.8,0.1,385584,89.67,97200.0
2026-07-06,2542,興富發,上市,45.0,1.35,13191494,13.85,7272052.0
2026-07-06,2543,皇昌,上市,39.45,0.25,801300,15.91,-138386.0
2026-07-06,2545,皇翔,上市,38.8,0.15,668372,26.22,15872.0
2026-07-06,2546,根基,上市,94.9,-0.3,67102,9.98,7948.0
2026-07-06,2547,日勝生,上市,11.6,0.05,5117360,82.86,785000.0
2026-07-06,2548,華固,上市,103.0,-0.5,776340,8.03,-110783.0
2026-07-06,2596,綠意,上櫃,31.95,0.1,47000,19.97,0.0
2026-07-06,2597,潤弘,上市,171.0,1.0,423969,15.05,83997.0
2026-07-06,2601,益航,上市,6.6,0.6,5809234,,162801.0
2026-07-06,2603,長榮,上市,195.5,0.5,8533574,8.54,678535.0
2026-07-06,2605,新興,上市,30.8,0.0,3845538,14.74,728894.0
2026-07-06,2606,裕民,上市,62.2,0.4,4387371,11.94,984705.0
2026-07-06,2607,榮運,上市,46.75,0.5,528284,9.88,15020.0
2026-07-06,2608,嘉里大榮,上市,29.25,0.05,195533,14.55,76084.0
2026-07-06,2609,陽明,上市,53.0,0.6,19345058,17.21,4786517.0
2026-07-06,2610,華航,上市,22.45,-0.1,29379938,8.77,-714114.0
2026-07-06,2611,志信,上市,14.5,0.2,836197,11.07,-261000.0
2026-07-06,2612,中航,上市,54.4,0.8,503761,9.91,165745.0
2026-07-06,2613,中櫃,上市,22.15,-0.2,501331,20.32,67000.0
2026-07-06,2614,東森,上市,18.5,-0.05,515418,9.07,-37620.0
2026-07-06,2615,萬海,上市,80.0,0.0,11466322,7.39,-629878.0
2026-07-06,2616,山隆,上市,13.7,-0.1,217720,,-24000.0
2026-07-06,2617,台航,上市,30.8,0.3,951990,9.31,471240.0
2026-07-06,2618,長榮航,上市,43.55,-0.3,40991137,8.26,3590198.0
2026-07-06,2630,亞航,上市,56.3,0.5,31385641,59.89,476112.0
2026-07-06,2633,台灣高鐵,上市,26.6,-0.2,5322173,21.98,-1093800.0
2026-07-06,2634,漢翔,上市,60.3,0.3,83376351,75.38,-11987008.0
2026-07-06,2636,台驊控股,上市,71.7,0.4,617385,10.5,115000.0
2026-07-06,2637,慧洋-KY,上市,78.4,4.1,3836505,11.03,1969658.0
2026-07-06,2640,大車隊,上櫃,161.5,-0.5,44000,17.52,-7017.0
2026-07-06,2641,正德,上櫃,18.35,0.15,1836000,7.65,609741.0
2026-07-06,2642,宅配通,上市,21.25,0.0,89534,,-23000.0
2026-07-06,2643,捷迅,上櫃,62.1,-0.2,10000,11.92,1000.0
2026-07-06,2645,長榮航太,上市,238.0,21.5,13806927,36.34,-526575.0
2026-07-06,2646,星宇航空,上市,21.35,0.05,4076117,237.22,237293.0
2026-07-06,2701,萬企,上市,10.8,0.0,66799,18.95,1000.0
2026-07-06,2702,華園,上市,13.4,0.1,66194,,-16000.0
2026-07-06,2704,國賓,上市,45.1,0.2,70113,25.2,-21000.0
2026-07-06,2705,六福,上市,16.4,-0.25,1812207,18.43,10001.0
2026-07-06,2706,第一店,上市,12.65,0.0,137609,18.88,21000.0
2026-07-06,2707,晶華,上市,182.0,2.0,309091,13.0,227000.0
2026-07-06,2712,遠雄來,上市,14.75,-0.25,18004,,2000.0
2026-07-06,2718,全心投控,上櫃,52.5,0.1,85000,2.79,-29998.0
2026-07-06,2719,燦星旅,上櫃,24.7,0.4,10000,54.89,0.0
2026-07-06,2722,夏都,上市,23.0,-0.05,39558,,5000.0
2026-07-06,2723,美食-KY,上市,67.5,0.1,178996,,38000.0
2026-07-06,2724,藝舍-KY,上櫃,11.5,0.0,18000,,
2026-07-06,2726,雅茗-KY,上櫃,9.25,-0.22,97000,,-3489.0
2026-07-06,2727,王品,上市,245.5,0.5,722811,14.75,89089.0
2026-07-06,2729,瓦城,上櫃,160.0,0.0,8000,26.62,-1040.0
2026-07-06,2731,雄獅,上市,150.5,0.5,484730,8.81,-4848.0
2026-07-06,2732,六角,上櫃,66.3,0.7,86000,34.53,33224.0
2026-07-06,2734,易飛網,上櫃,15.4,0.1,76000,,-9000.0
2026-07-06,2736,富野,上櫃,12.1,0.0,38000,,-3910.0
2026-07-06,2739,寒舍,上市,37.75,-0.2,310887,12.46,-33000.0
2026-07-06,2740,華軒,上櫃,32.4,2.45,4000,,
2026-07-06,2743,山富,上櫃,67.3,0.0,56000,34.51,18171.0
2026-07-06,2745,五福,上櫃,108.5,1.0,214000,11.84,37022.0
2026-07-06,2748,雲品,上市,40.0,-0.1,71194,19.23,0.0
2026-07-06,2751,王座,上櫃,53.2,-0.3,9000,11.37,-1000.0
2026-07-06,2752,豆府,上櫃,178.0,-0.5,12000,11.65,2000.0
2026-07-06,2753,八方雲集,上市,180.5,-2.0,297940,13.4,-64750.0
2026-07-06,2754,亞洲藏壽司,上櫃,69.9,1.5,62000,16.97,14000.0
2026-07-06,2755,揚秦,上櫃,141.0,2.0,89000,21.2,-7809.0
2026-07-06,2756,聯發國際,上櫃,60.0,0.4,9000,15.46,
2026-07-06,2762,世界健身-KY,上市,83.4,0.4,99415,15.74,-32000.0
2026-07-06,2801,彰銀,上市,23.5,0.2,12605303,14.69,5430607.0
2026-07-06,2812,台中銀,上市,20.55,0.15,11040653,13.26,4800645.0
2026-07-06,2816,旺旺保,上市,35.25,0.4,662518,5.6,85000.0
2026-07-06,2820,華票,上市,17.1,0.25,3025275,11.25,2134999.0
2026-07-06,2832,台產,上市,56.9,0.0,153898,10.94,27000.0
2026-07-06,2834,臺企銀,上市,18.0,0.05,22150613,13.74,9640261.0
2026-07-06,2836,高雄銀,上市,12.55,0.1,8646013,16.96,1154580.0
2026-07-06,2836A,高雄銀甲特,上市,24.75,0.0,60097,,
2026-07-06,2838,聯邦銀,上市,23.6,0.7,2302565,16.74,1338869.0
2026-07-06,2838A,聯邦銀甲特,上市,52.3,0.1,83754,,
2026-07-06,2845,遠東銀,上市,13.3,0.15,11555017,15.11,7884910.0
2026-07-06,2849,安泰銀,上市,14.6,0.0,81527,16.98,14000.0
2026-07-06,2850,新產,上市,147.5,4.0,334943,10.53,129000.0
2026-07-06,2851,中再保,上市,39.1,0.65,2159280,7.55,984136.0
2026-07-06,2852,第一保,上市,27.05,0.2,472883,8.78,198006.0
2026-07-06,2855,統一證,上市,52.2,0.3,7080592,11.68,1867770.0
2026-07-06,2867,三商壽,上市,8.74,0.18,12403540,62.43,8168250.0
2026-07-06,2880,華南金,上市,38.25,0.6,12149156,18.48,4323001.0
2026-07-06,2881,富邦金,上市,121.5,0.5,15681809,16.71,-195808.0
2026-07-06,2881A,富邦特,上市,61.9,0.2,90378,,
2026-07-06,2881B,富邦金乙特,上市,60.9,-0.1,49182,,-2000.0
2026-07-06,2881C,富邦金丙特,上市,50.8,0.3,91951,,-6000.0
2026-07-06,2882,國泰金,上市,93.4,-0.2,44484601,14.17,17874219.0
2026-07-06,2882A,國泰特,上市,60.0,0.1,42427,,-12000.0
2026-07-06,2882B,國泰金乙特,上市,58.8,-0.1,27007,,-10000.0
2026-07-06,2883,凱基金,上市,29.0,0.55,40813724,16.29,18594455.0
2026-07-06,2883B,凱基金乙特,上市,7.99,-0.01,875735,,-177000.0
2026-07-06,2884,玉山金,上市,34.45,0.75,30683762,15.66,11947994.0
2026-07-06,2885,元大金,上市,68.4,1.2,14840927,21.05,6581012.0
2026-07-06,2886,兆豐金,上市,46.3,0.8,21312896,18.82,7189544.0
2026-07-06,2887,台新新光金,上市,34.3,0.15,34036658,16.81,1526643.0
2026-07-06,2887E,台新新光戊特一,上市,48.8,-0.05,181138,,-7000.0
2026-07-06,2887F,台新新光戊特二,上市,46.1,0.05,37341,,
2026-07-06,2887G,台新新光庚特一,上市,42.4,-0.05,57686,,
2026-07-06,2887H,台新新光庚特二,上市,40.6,0.15,164349,,6000.0
2026-07-06,2887I,台新新光辛特,上市,9.44,0.02,1850939,,-155000.0
2026-07-06,2889,國票金,上市,15.2,0.2,8356861,19.74,4793876.0
2026-07-06,2890,永豐金,上市,41.0,1.3,35911839,19.62,24856580.0
2026-07-06,2891,中信金,上市,71.4,0.8,31967629,17.2,5326093.0
2026-07-06,2891B,中信金乙特,上市,64.9,0.4,24154,,-7000.0
2026-07-06,2891C,中信金丙特,上市,62.8,0.0,17266,,
2026-07-06,2892,第一金,上市,33.05,0.65,28641252,16.95,13792980.0
2026-07-06,2897,王道銀行,上市,10.55,0.0,3918640,15.51,1075137.0
2026-07-06,2897B,王道銀乙特,上市,11.85,0.0,40336,,
2026-07-06,2901,欣欣,上市,23.7,-0.3,50363,57.8,4000.0
2026-07-06,2903,遠百,上市,22.55,0.5,2281979,13.92,1172657.0
2026-07-06,2904,匯僑,上市,13.95,0.0,99933,24.05,-3000.0
2026-07-06,2905,三商,上市,15.25,0.2,675224,24.21,165502.0
2026-07-06,2906,高林,上市,14.25,-0.25,790992,31.67,17000.0
2026-07-06,2908,特力,上市,21.4,-0.05,141609,53.5,-5000.0
2026-07-06,2910,統領,上市,22.35,-0.25,142000,18.32,1000.0
2026-07-06,2911,麗嬰房,上市,7.83,-0.17,351332,2.03,-58000.0
2026-07-06,2912,統一超,上市,240.0,9.0,4349150,21.88,1685110.0
2026-07-06,2913,農林,上市,11.25,0.0,4074834,,1894469.0
2026-07-06,2915,潤泰全,上市,52.4,0.6,1331115,6.14,558361.0
2026-07-06,2916,滿心,上櫃,41.45,0.1,45000,10.34,3000.0
2026-07-06,2923,鼎固-KY,上市,26.9,-0.45,53105,,15000.0
2026-07-06,2924,宏太-KY,上櫃,17.85,-1.1,2000,,
2026-07-06,2926,誠品生活,上櫃,33.2,-0.1,32000,60.36,-2000.0
2026-07-06,2929,淘帝-KY,上市,5.9,0.05,273759,,-7000.0
2026-07-06,2937,集雅社,上櫃,47.3,0.0,4000,12.45,-1000.0
2026-07-06,2939,永邑-KY,上市,19.5,-0.2,18001,,2000.0
2026-07-06,2941,米斯特,上櫃,35.05,-0.05,2000,12.89,-1000.0
2026-07-06,2945,三商家購,上市,42.0,0.1,11532,18.67,-4000.0
2026-07-06,2947,振宇五金,上櫃,74.0,,14000,25.26,1000.0
2026-07-06,2948,寶陞,上櫃,38.6,2.05,2000,17.87,
2026-07-06,2949,欣新網,上櫃,75.0,4.1,20000,21.68,2000.0
2026-07-06,3002,歐格,上市,21.65,-0.15,441715,65.61,-68001.0
2026-07-06,3003,健和興,上市,66.3,1.0,656619,65.64,97704.0
2026-07-06,3004,豐達科,上市,159.5,9.5,4345982,29.87,638567.0
2026-07-06,3005,神基,上市,110.0,3.0,8138932,13.5,1969144.0
2026-07-06,3006,晶豪科,上市,219.0,7.5,12356900,26.04,2287422.0
2026-07-06,3008,大立光,上市,4135.0,-95.0,2078150,25.81,-74299.0
2026-07-06,3010,華立,上市,127.0,-1.0,481508,13.54,-167475.0
2026-07-06,3011,今皓,上市,13.7,-0.4,1421831,,-464000.0
2026-07-06,3013,晟銘電,上市,109.0,-2.5,1170192,23.9,-136857.0
2026-07-06,3014,聯陽,上市,158.0,-2.0,1901617,17.08,-671857.0
2026-07-06,3015,全漢,上市,74.8,6.8,8397671,36.85,1946668.0
2026-07-06,3016,嘉晶,上市,128.5,-7.0,19909842,313.41,-4286088.0
2026-07-06,3017,奇鋐,上市,2670.0,-90.0,3733969,43.87,-159776.0
2026-07-06,3018,隆銘綠能,上市,12.05,0.1,77273,,
2026-07-06,3019,亞光,上市,151.5,-0.5,8231268,22.08,221431.0
2026-07-06,3021,鴻名,上市,28.3,-0.95,500064,48.79,-11000.0
2026-07-06,3022,威強電,上市,86.8,-0.3,3528443,24.59,238636.0
2026-07-06,3023,信邦,上市,331.0,-5.5,3462470,25.92,-489409.0
2026-07-06,3024,憶聲,上市,12.5,0.0,1198643,138.89,-304681.0
2026-07-06,3025,星通,上市,68.4,0.4,295623,17.1,19671.0
2026-07-06,3026,禾伸堂,上市,963.0,-25.0,20374460,124.1,1546.0
2026-07-06,3027,盛達,上市,22.75,0.75,1211039,,233955.0
2026-07-06,3028,增你強,上市,80.1,-1.9,2990495,15.68,-501337.0
2026-07-06,3029,零壹,上市,103.5,1.0,1993456,15.22,668221.0
2026-07-06,3030,德律,上市,310.0,-11.5,2661773,26.84,-434849.0
2026-07-06,3031,佰鴻,上市,33.75,-0.25,3450737,30.13,659794.0
2026-07-06,3032,偉訓,上市,79.4,0.4,384595,,-8428.0
2026-07-06,3033,威健,上市,50.4,0.0,3736372,19.16,214070.0
2026-07-06,3034,聯詠,上市,538.0,0.0,3503759,22.05,-261041.0
2026-07-06,3035,智原,上市,211.0,-11.5,8262400,112.23,-2341666.0
2026-07-06,3036,文曄,上市,219.0,-2.5,7175331,15.53,-2109891.0
2026-07-06,3037,欣興,上市,917.0,0.0,24878605,134.85,-6750238.0
2026-07-06,3038,全台,上市,22.8,0.35,336683,24.26,21710.0
2026-07-06,3040,遠見,上市,38.15,-0.05,78170,,20000.0
2026-07-06,3041,揚智,上市,28.4,-0.4,1636809,,-237734.0
2026-07-06,3042,晶技,上市,224.5,-24.5,57561676,42.84,-15007087.0
2026-07-06,3043,科風,上市,23.05,0.05,184889,,16156.0
2026-07-06,3044,健鼎,上市,506.0,-14.0,2738783,24.59,-1461359.0
2026-07-06,3045,台灣大,上市,117.5,1.0,12347700,23.83,1814618.0
2026-07-06,3046,建碁,上市,53.1,0.4,265496,12.95,-12057.0
2026-07-06,3047,訊舟,上市,16.8,0.7,4740900,,1088521.0
2026-07-06,3048,益登,上市,64.6,0.2,3959725,23.24,-1177384.0
2026-07-06,3049,精金,上市,13.1,-0.05,4939418,,371757.0
2026-07-06,3050,鈺德,上市,12.95,0.05,1435309,,-122000.0
2026-07-06,3051,力特,上市,27.6,-0.2,1515993,26.8,84992.0
2026-07-06,3052,夆典,上市,11.0,-0.05,381674,11.58,-55000.0
2026-07-06,3054,立萬利,上市,63.6,-0.7,47943,18.76,-1040.0
2026-07-06,3055,蔚華科,上市,160.5,8.0,2265468,,572794.0
2026-07-06,3056,富華新,上市,15.0,0.0,1204624,,39232.0
2026-07-06,3057,喬鼎,上市,19.5,0.2,193047,,-13980.0
2026-07-06,3058,立德,上市,9.65,0.01,1647536,,-298970.0
2026-07-06,3059,華晶科,上市,50.1,-0.2,12362806,40.73,1790985.0
2026-07-06,3060,銘異,上市,37.8,2.25,5709208,,746784.0
2026-07-06,3062,建漢,上市,24.9,0.0,2351717,,-237241.0
2026-07-06,3064,泰偉,上櫃,20.0,0.3,31000,,
2026-07-06,3066,李洲,上櫃,29.15,2.65,5601000,416.43,163508.0
2026-07-06,3067,全域,上櫃,18.95,0.0,5000,,
2026-07-06,3071,協禧,上櫃,32.15,,362000,45.93,26000.0
2026-07-06,3073,天方能源,上櫃,23.0,0.4,72000,,-16589.0
2026-07-06,3078,僑威,上櫃,57.6,1.2,3411000,11.68,97533.0
2026-07-06,3081,聯亞,上櫃,2000.0,-100.0,1809000,262.81,-417014.0
2026-07-06,3083,網龍,上櫃,28.4,0.0,184000,46.56,16000.0
2026-07-06,3085,新零售,上櫃,,,0,,
2026-07-06,3086,華義*,上櫃,32.15,-1.25,352000,,33152.0
2026-07-06,3088,艾訊,上櫃,143.5,-3.0,1124000,25.35,32315.0
2026-07-06,3090,日電貿,上市,340.0,21.5,956055,70.83,335000.0
2026-07-06,3092,鴻碩,上市,32.4,-0.65,695989,,103216.0
2026-07-06,3093,港建*,上櫃,68.4,-1.8,1322000,78.62,-91309.0
2026-07-06,3094,聯傑,上市,42.9,3.9,4967694,165.0,1469759.0
2026-07-06,3095,及成,上櫃,38.25,-0.35,11000,,0.0
2026-07-06,3105,穩懋,上櫃,421.0,10.0,16973000,80.65,420079.0
2026-07-06,3114,好德,上櫃,44.9,-3.0,1417000,17.01,-54417.0
2026-07-06,3115,富榮綱,上櫃,9.18,0.6,39000,,4000.0
2026-07-06,3118,進階,上櫃,32.0,0.25,16000,13.45,27.0
2026-07-06,3122,笙泉,上櫃,31.4,-0.6,245000,,-7001.0
2026-07-06,3128,昇銳,上櫃,25.0,-0.35,293000,23.15,-65995.0
2026-07-06,3130,一零四,上市,221.0,0.0,99918,14.66,-86120.0
2026-07-06,3131,弘塑,上櫃,3425.0,-360.0,504000,65.19,-58008.0
2026-07-06,3135,凌航,上市,183.0,-1.5,1372492,12.95,-163473.0
2026-07-06,3138,耀登,上市,118.5,-1.0,351041,76.95,25029.0
2026-07-06,3141,晶宏,上櫃,83.2,0.5,6512000,82.38,-1684381.0
2026-07-06,3147,大綜,上櫃,244.0,8.0,403000,27.32,27000.0
2026-07-06,3149,正達,上市,87.9,0.7,9560577,,56040.0
2026-07-06,3150,鈺寶-創,上市,19.05,-0.1,58001,,3000.0
2026-07-06,3152,璟德,上櫃,287.5,-1.5,213000,17.38,-54808.0
2026-07-06,3158,嘉實,上櫃,83.5,0.0,13000,12.44,
2026-07-06,3162,精確,上櫃,84.3,-0.8,939000,81.06,79239.0
2026-07-06,3163,波若威,上櫃,799.0,-19.0,3049000,92.48,-454913.0
2026-07-06,3164,景岳,上市,16.5,0.2,66921,31.73,4000.0
2026-07-06,3167,大量,上市,905.0,28.0,6786865,88.21,1205946.0
2026-07-06,3168,眾福科,上市,45.55,0.5,48255,17.0,-10000.0
2026-07-06,3169,亞信,上櫃,107.0,0.0,243000,30.48,54525.0
2026-07-06,3171,炎洲流通,上櫃,68.9,0.7,33000,13.98,6002.0
2026-07-06,3176,基亞,上櫃,37.05,1.7,2042000,,176842.0
2026-07-06,3178,公準,上櫃,68.0,2.0,78000,,14000.0
2026-07-06,3188,鑫龍騰,上櫃,24.25,-0.2,237000,4.02,-53935.0
2026-07-06,3189,景碩,上市,763.0,-70.0,3956863,214.93,-593182.0
2026-07-06,3191,雲嘉南,上櫃,18.9,-0.2,76000,85.91,7000.0
2026-07-06,3205,佰研,上櫃,52.2,-1.0,177000,,63001.0
2026-07-06,3206,志豐,上櫃,39.0,0.35,197000,23.49,50005.0
2026-07-06,3207,耀勝,上櫃,63.7,-1.2,285000,,-26225.0
2026-07-06,3209,全科,上市,60.4,0.2,962832,16.82,-325934.0
2026-07-06,3211,順達,上櫃,422.5,21.5,8631000,42.59,534978.0
2026-07-06,3213,茂訊,上櫃,134.0,-8.5,2277000,18.72,-84295.0
2026-07-06,3217,優群,上櫃,178.5,-0.5,612000,14.22,-20707.0
2026-07-06,3218,大學光,上櫃,144.0,2.5,707000,12.7,-19736.0
2026-07-06,3219,倚強科,上櫃,82.2,7.4,503000,40.49,54767.0
2026-07-06,3221,台嘉碩,上櫃,60.6,-5.7,11809000,208.97,-1034451.0
2026-07-06,3224,三顧,上櫃,38.4,0.0,32000,,-4000.0
2026-07-06,3226,龍鋒,上櫃,46.55,1.05,10000,,-2000.0
2026-07-06,3227,原相,上櫃,235.5,0.5,7964000,21.39,770995.0
2026-07-06,3228,金麗科,上櫃,184.5,3.0,438000,,107556.0
2026-07-06,3229,晟鈦,上市,41.7,-1.05,270995,834.0,0.0
2026-07-06,3230,錦明,上櫃,51.0,-0.6,1478000,,298000.0
2026-07-06,3231,緯創,上市,158.0,-1.0,26189698,15.85,-10204009.0
2026-07-06,3232,昱捷,上櫃,22.3,-0.1,31000,96.96,-2017.0
2026-07-06,3234,光環,上櫃,130.0,2.0,1343000,,100251.0
2026-07-06,3236,千如,上櫃,66.8,-1.9,9282000,159.05,-1200539.0
2026-07-06,3252,海灣,上櫃,17.9,-0.05,103000,119.33,
2026-07-06,3257,虹冠電,上市,72.2,1.0,10549833,24.31,-1243987.0
2026-07-06,3259,鑫創,上櫃,16.75,0.7,41000,,-5000.0
2026-07-06,3260,威剛,上櫃,410.5,-1.0,7015000,8.2,1065746.0
2026-07-06,3264,欣銓,上櫃,257.0,10.0,18551000,39.84,853091.0
2026-07-06,3265,台星科,上櫃,192.5,7.5,2664000,33.77,613588.0
2026-07-06,3266,昇陽,上市,13.55,-0.05,44973,21.17,-15000.0
2026-07-06,3268,海德威,上櫃,22.35,-0.25,228000,,-5902.0
2026-07-06,3272,東碩,上櫃,15.85,0.0,68000,,67.0
2026-07-06,3276,宇環,上櫃,16.45,-0.55,535000,82.25,-28000.0
2026-07-06,3284,太普高,上櫃,30.85,0.7,1713000,13.59,229953.0
2026-07-06,3285,微端,上櫃,43.85,-0.45,146000,46.65,-1028.0
2026-07-06,3287,廣寰科,上櫃,33.4,0.1,77000,11.8,-13000.0
2026-07-06,3288,點晶,上櫃,20.2,0.4,18000,,-1995.0
2026-07-06,3289,宜特,上櫃,169.0,-11.0,5122000,34.99,-69037.0
2026-07-06,3290,東浦,上櫃,70.4,0.0,1656000,15.14,-165480.0
2026-07-06,3293,鈊象,上櫃,794.0,-3.0,1361000,19.67,-1816.0
2026-07-06,3294,英濟,上櫃,39.4,-1.0,3794000,,449461.0
2026-07-06,3296,勝德,上市,30.0,0.7,578762,230.77,48198.0
2026-07-06,3297,杭特,上櫃,32.0,0.5,111000,64.0,-8644.0
2026-07-06,3303,岱稜,上櫃,57.7,-0.9,580000,13.51,-202185.0
2026-07-06,3305,昇貿,上市,136.5,0.5,1980843,38.45,-382536.0
2026-07-06,3306,鼎天,上櫃,52.3,0.8,926000,23.77,169964.0
2026-07-06,3308,聯德,上市,22.65,0.0,510079,188.75,-60691.0
2026-07-06,3310,佳穎,上櫃,68.5,1.0,19000,44.48,2001.0
2026-07-06,3311,閎暉,上市,38.6,0.0,453612,24.9,39000.0
2026-07-06,3312,弘憶股,上市,60.0,0.1,2568588,35.93,285312.0
2026-07-06,3313,斐成,上櫃,12.2,-0.2,601000,,-66515.0
2026-07-06,3317,尼克森,上櫃,105.5,9.3,8100000,57.34,1643916.0
2026-07-06,3321,同泰,上市,24.15,-0.85,639838,,-236331.0
2026-07-06,3322,建舜電,上櫃,14.35,-0.15,664000,,-57000.0
2026-07-06,3323,加百裕,上櫃,37.6,3.4,4941000,,1015451.0
2026-07-06,3324,雙鴻,上櫃,1010.0,-10.0,1070000,29.15,-76287.0
2026-07-06,3325,旭品,上櫃,13.4,0.0,320000,,-21000.0
2026-07-06,3332,幸康,上櫃,66.4,2.0,32000,16.9,0.0
2026-07-06,3338,泰碩,上市,72.3,-0.1,567151,49.52,22679.0
2026-07-06,3339,泰谷,上櫃,41.25,-1.1,1591000,,-93893.0
2026-07-06,3346,麗清,上市,28.25,-0.9,2825420,,-473693.0
2026-07-06,3349,寶德,上櫃,24.2,2.2,238000,,2396.0
2026-07-06,3354,律勝,上櫃,27.3,-0.2,360000,,55148.0
2026-07-06,3356,奇偶,上市,62.0,0.2,689405,6.11,103830.0
2026-07-06,3357,臺慶科,上櫃,284.0,-8.0,3457000,29.22,-144290.0
2026-07-06,3360,尚立,上櫃,20.6,0.2,2420000,,268942.0
2026-07-06,3362,先進光,上櫃,169.5,-17.5,4900000,,-17521.0
2026-07-06,3363,上詮,上櫃,574.0,-7.0,5696000,,-1288361.0
2026-07-06,3372,典範,上櫃,21.3,0.8,3125000,,28683.0
2026-07-06,3373,熱映,上櫃,16.9,0.15,114000,,9007.0
2026-07-06,3374,精材,上櫃,322.0,9.0,21034000,62.65,2124784.0
2026-07-06,3376,新日興,上市,199.0,-5.5,3651372,292.65,-574894.0
2026-07-06,3379,彬台,上櫃,35.6,-0.4,320000,22.68,-30419.0
2026-07-06,3380,明泰,上市,35.4,-0.6,3800191,,-335267.0
2026-07-06,3388,崇越電,上櫃,83.9,-2.0,315000,19.02,-94692.0
2026-07-06,3390,旭軟,上櫃,27.95,-0.2,513000,,144348.0
2026-07-06,3402,漢科,上櫃,153.0,-2.0,2403000,20.87,341409.0
2026-07-06,3406,玉晶光,上市,653.0,17.0,2697285,19.79,-428967.0
2026-07-06,3413,京鼎,上市,325.5,-1.0,1661884,17.29,-43270.0
2026-07-06,3416,融程電,上市,187.0,0.0,756403,25.62,138454.0
2026-07-06,3419,譁裕,上市,14.25,0.25,569250,,-39000.0
2026-07-06,3430,奇鈦科,上櫃,139.0,-1.0,435000,40.41,15747.0
2026-07-06,3432,台端,上市,18.4,-0.05,68280,,-1000.0
2026-07-06,3434,哲固,上櫃,30.35,0.0,167000,,25000.0
2026-07-06,3437,榮創,上市,21.75,0.1,681844,,76000.0
2026-07-06,3438,類比科,上櫃,75.5,6.8,846000,83.89,221068.0
2026-07-06,3441,聯一光,上櫃,79.0,0.2,1151000,69.3,-177730.0
2026-07-06,3443,創意,上市,4605.0,-435.0,2512560,138.54,-158165.0
2026-07-06,3444,利機,上櫃,89.1,-0.1,434000,50.34,-26996.0
2026-07-06,3447,展達,上市,37.5,-0.3,117772,26.22,20000.0
2026-07-06,3450,聯鈞,上市,520.0,-10.0,1475890,154.76,-57348.0
2026-07-06,3455,由田,上櫃,246.5,-14.5,1994000,138.48,-376620.0
2026-07-06,3465,進泰電子,上櫃,35.95,0.6,46000,,5000.0
2026-07-06,3466,德晉,上櫃,34.0,0.2,336000,,42408.0
2026-07-06,3467,台灣精材,上櫃,61.1,-0.7,124000,89.85,-21980.0
2026-07-06,3479,安勤,上櫃,143.0,0.0,1812000,21.06,186832.0
2026-07-06,3481,群創,上市,69.2,3.2,519703847,629.09,123296911.0
2026-07-06,3483,力致,上櫃,92.5,-0.5,423000,24.03,168547.0
2026-07-06,3484,崧騰,上櫃,53.9,0.9,1020000,13.75,262500.0
2026-07-06,3485,敘豐,上櫃,311.5,-8.5,534000,60.25,-58110.0
2026-07-06,3489,森寶,上櫃,24.5,0.25,689000,,-2891.0
2026-07-06,3490,單井,上櫃,33.7,-0.65,872000,12.57,-128888.0
2026-07-06,3491,昇達科,上櫃,1300.0,-40.0,1251000,142.23,-49304.0
2026-07-06,3492,長盛,上櫃,23.0,0.0,131000,15.33,30000.0
2026-07-06,3494,誠研,上市,7.95,-0.03,98793,,10000.0
2026-07-06,3498,陽程,上櫃,124.0,0.0,1114000,94.66,-55563.0
2026-07-06,3499,環天科,上櫃,14.85,-0.1,76000,,-517.0
2026-07-06,3501,維熹,上市,41.55,0.5,556978,23.21,-87010.0
2026-07-06,3504,揚明光,上市,78.2,-0.4,657381,,5693.0
2026-07-06,3508,位速,上櫃,18.0,-0.35,151000,,17806.0
2026-07-06,3511,矽瑪,上櫃,28.05,2.55,5724000,,826935.0
2026-07-06,3512,皇龍,上櫃,20.9,0.05,119000,12.01,27847.0
2026-07-06,3515,華擎,上市,217.0,2.5,403465,13.69,26999.0
2026-07-06,3516,亞帝歐,上櫃,28.4,0.45,267000,97.93,39000.0
2026-07-06,3518,柏騰,上市,36.05,-0.3,3002966,16.46,284217.0
2026-07-06,3520,華盈,上櫃,17.8,-0.6,956000,,-20948.0
2026-07-06,3521,台鋼建設,上櫃,13.0,0.1,128000,5.6,-3976.0
2026-07-06,3522,御嵿,上櫃,14.05,-0.55,229000,,-33155.0
2026-07-06,3523,迎輝,上櫃,16.0,-0.85,113000,,0.0
2026-07-06,3526,凡甲,上櫃,330.5,-8.0,556000,18.87,-139603.0
