日期,代號,名稱,當日沖銷交易成交股數,當日沖銷交易買進成交金額,當日沖銷交易賣出成交金額,市場別
2026-08-20,00400A,主動國泰動能高息,7425000,108051860,108270630,上市
2026-08-20,00401A,主動摩根台灣鑫收,910000,12112200,12084210,上市
2026-08-20,00402A,主動安聯美國科技,23000,221730,221500,上市
2026-08-20,00403A,主動統一升級50,46452000,463842370,465614950,上市
2026-08-20,00404A,主動聯博動能50,175000,1645320,1647470,上市
2026-08-20,00405A,主動富邦台灣龍耀,23076000,195058200,195584540,上市
2026-08-20,00406A,主動中信台灣收益,33512000,318365460,319347340,上市
2026-08-20,00407A,主動凱基台灣,4675000,44378050,44427590,上市
2026-08-20,00408A,主動第一金優股息,6000,62040,62050,上市
2026-08-20,00410A,主動永豐科技趨勢,534000,6023180,6016830,上市
2026-08-20,0050,元大台灣50,5155000,533444050,534258950,上市
2026-08-20,0051,元大中型100,6000,849350,851050,上市
2026-08-20,0052,富邦科技,1298000,78229700,78343450,上市
2026-08-20,0053,元大電子,0,0,0,上市
2026-08-20,0055,元大MSCI金融,27000,1165360,1166970,上市
2026-08-20,0056,元大高股息,4203000,219132850,218827000,上市
2026-08-20,0057,富邦摩台,2000,614150,617500,上市
2026-08-20,0061,元大寶滬深,3000,73190,73370,上市
2026-08-20,006201,元大富櫃50,26000,1108500,1111130,上櫃
2026-08-20,006203,元大MSCI台灣,0,0,0,上市
2026-08-20,006204,永豐臺灣加權,0,0,0,上市
2026-08-20,006205,富邦上証,3000,122150,122130,上市
2026-08-20,006206,元大上證50,0,0,0,上市
2026-08-20,006207,復華滬深,0,0,0,上市
2026-08-20,006208,富邦台50,177000,41974450,41985200,上市
2026-08-20,00631L,元大台灣50正2,48413000,1648651660,1651336110,上市
2026-08-20,00632R,元大台灣50反1,27673000,283235740,283396950,上市
2026-08-20,00633L,富邦上証正2,146000,7097840,7076290,上市
2026-08-20,00634R,富邦上証反1,2000,6190,6200,上市
2026-08-20,00635U,期元大S&P黃金,301000,14010290,14007040,上市
2026-08-20,00636,國泰中國A50,28000,781890,783250,上市
2026-08-20,00637L,元大滬深300正2,2630000,52719090,52761650,上市
2026-08-20,00638R,元大滬深300反1,0,0,0,上市
2026-08-20,00639,富邦深100,14000,233860,235040,上市
2026-08-20,00640L,富邦日本正2,3000,317250,317200,上市
2026-08-20,00641R,富邦日本反1,19000,70960,70770,上市
2026-08-20,00642U,期元大S&P石油,31000,873010,871870,上市
2026-08-20,00643,群益深証中小,384000,7158190,7158830,上市
2026-08-20,00645,富邦日本,0,0,0,上市
2026-08-20,00646,元大S&P500,8000,619850,619800,上市
2026-08-20,00647L,元大S&P500正2,1000,140200,140450,上市
2026-08-20,00648R,元大S&P500反1,0,0,0,上市
2026-08-20,00650L,復華香港正2,359000,6273110,6314190,上市
2026-08-20,00651R,復華香港反1,5000,25500,25500,上市
2026-08-20,00652,富邦印度,2000,66090,66410,上市
2026-08-20,00653L,富邦印度正2,1000,46990,47000,上市
2026-08-20,00654R,富邦印度反1,0,0,0,上市
2026-08-20,00655L,國泰中國A50正2,218000,7354890,7327270,上市
2026-08-20,00656R,國泰中國A50反1,0,0,0,上市
2026-08-20,00657,國泰日經225,0,0,0,上市
2026-08-20,00660,元大歐洲50,0,0,0,上市
2026-08-20,00661,元大日經225,0,0,0,上市
2026-08-20,00662,富邦NASDAQ,227000,27462450,27442000,上市
2026-08-20,00663L,國泰臺灣加權正2,1316000,128722100,128886500,上市
2026-08-20,00664R,國泰臺灣加權反1,2087000,3436570,3451630,上市
2026-08-20,00665L,富邦恒生國企正2,3045000,29320930,29422570,上市
2026-08-20,00666R,富邦恒生國企反1,0,0,0,上市
2026-08-20,00668,國泰美國道瓊,0,0,0,上市
2026-08-20,00669R,國泰美國道瓊反1,0,0,0,上市
2026-08-20,00670L,富邦NASDAQ正2,1000,201350,202050,上市
2026-08-20,00671R,富邦NASDAQ反1,45000,109350,108900,上市
2026-08-20,00673R,期元大S&P原油反1,278000,3414860,3422550,上市
2026-08-20,00674R,期元大S&P黃金反1,23000,626110,627570,上市
2026-08-20,00675L,富邦臺灣加權正2,175000,51777600,51931450,上市
2026-08-20,00676R,富邦臺灣加權反1,408000,2307520,2313560,上市
2026-08-20,00678,群益那斯達克生技,108000,4885750,4885690,上市
2026-08-20,00679B,元大美債20年,3102000,81627400,81685800,上櫃
2026-08-20,00680L,元大美債20正2,2142000,13961200,13964960,上市
2026-08-20,00681R,元大美債20反1,0,0,0,上市
2026-08-20,00682U,期元大美元指數,0,0,0,上市
2026-08-20,00683L,期元大美元指正2,0,0,0,上市
2026-08-20,00684R,期元大美元指反1,0,0,0,上市
2026-08-20,00685L,群益臺灣加權正2,73882000,824763750,826686960,上市
2026-08-20,00686R,群益臺灣加權反1,1673000,1688720,1699960,上市
2026-08-20,00687B,國泰20年美債,2595000,71051340,71167520,上櫃
2026-08-20,00688L,國泰20年美債正2,915000,5943850,5953780,上市
2026-08-20,00689R,國泰20年美債反1,0,0,0,上市
2026-08-20,00690,兆豐藍籌30,7000,525500,523100,上市
2026-08-20,00692,富邦公司治理,15000,1330850,1331850,上市
2026-08-20,00693U,期街口S&P黃豆,55000,1241150,1241560,上市
2026-08-20,00694B,富邦美債1-3,152000,6372300,6372440,上櫃
2026-08-20,00695B,富邦美債7-10,50000,1749400,1749400,上櫃
2026-08-20,00696B,富邦美債20年,486000,13797840,13806080,上櫃
2026-08-20,00697B,元大美債7-10,175000,6228250,6225920,上櫃
2026-08-20,00700,富邦恒生國企,9000,157520,158770,上市
2026-08-20,00701,國泰股利精選30,20000,730890,730920,上市
2026-08-20,00702,國泰標普低波高息,50000,1261420,1261500,上市
2026-08-20,00703,台新MSCI中國,0,0,0,上市
2026-08-20,00706L,期元大S&P日圓正2,0,0,0,上市
2026-08-20,00707R,期元大S&P日圓反1,0,0,0,上市
2026-08-20,00708L,期元大S&P黃金正2,660000,56215350,56247700,上市
2026-08-20,00709,富邦歐洲,2000,82280,82240,上市
2026-08-20,00710B,復華彭博非投等債,1000,19140,19130,上市
2026-08-20,00711B,復華彭博新興債,0,0,0,上市
2026-08-20,00712,復華富時不動產,330000,2939600,2944210,上市
2026-08-20,00713,元大台灣高息低波,340000,20714250,20766550,上市
2026-08-20,00714,群益道瓊美國地產,50000,1111000,1111000,上市
2026-08-20,00715L,期街口S&P布蘭特油正2,775000,39699350,39690400,上市
2026-08-20,00717,富邦美國特別股,1000,14650,14830,上市
2026-08-20,00719B,元大美債1-3,119000,3712460,3714210,上櫃
2026-08-20,00720B,元大投資級公司債,44000,1403680,1409340,上櫃
2026-08-20,00722B,群益投資級電信債,1040000,35844570,35848800,上櫃
2026-08-20,00723B,群益投資級科技債,26000,770630,770600,上櫃
2026-08-20,00724B,群益投資級金融債,2388000,79065000,79065170,上櫃
2026-08-20,00725B,國泰投資級公司債,9000,306620,307430,上櫃
2026-08-20,00726B,國泰新興投等債,51000,1657510,1657510,上櫃
2026-08-20,00727B,國泰優選非投等債,51000,2011320,2011480,上櫃
2026-08-20,00728,第一金工業30,12000,799400,798400,上市
2026-08-20,00730,富邦臺灣優質高息,2000,57640,57700,上市
2026-08-20,00731,復華富時高息低波,126000,11283300,11283700,上市
2026-08-20,00733,富邦臺灣中小,14000,920750,924650,上市
2026-08-20,00734B,台新JPM新興債,0,0,0,上櫃
2026-08-20,00735,國泰臺韓科技,602000,61056850,61039950,上市
2026-08-20,00736,國泰新興市場,52000,1634240,1634420,上市
2026-08-20,00737,國泰AI機器人,6000,245830,246220,上市
2026-08-20,00738U,期元大道瓊白銀,311000,16560200,16610700,上市
2026-08-20,00739,元大MSCI A股,14000,389830,390240,上市
2026-08-20,00740B,富邦全球投等債,382000,14370020,14371280,上櫃
2026-08-20,00741B,富邦全球非投等債,77000,2872910,2872910,上櫃
2026-08-20,00746B,富邦A級公司債,26000,903780,903960,上櫃
2026-08-20,00749B,凱基新興債10+,0,0,0,上櫃
2026-08-20,00750B,凱基科技債10+,24000,769920,767080,上櫃
2026-08-20,00751B,元大AAA至A公司債,458000,13973890,13992940,上櫃
2026-08-20,00752,中信中國50,91000,2147530,2151620,上市
2026-08-20,00753L,中信中國50正2,2658000,25855150,25859070,上市
2026-08-20,00754B,群益AAA-AA公司債,25000,793250,793350,上櫃
2026-08-20,00755B,群益投資級公用債,25000,796500,796500,上櫃
2026-08-20,00756B,群益投等新興公債,26000,795600,795600,上櫃
2026-08-20,00757,統一FANG+,58000,7999200,8006550,上市
2026-08-20,00758B,復華能源債,0,0,0,上櫃
2026-08-20,00759B,復華製藥債,0,0,0,上櫃
2026-08-20,00760B,復華新興企業債,0,0,0,上櫃
2026-08-20,00761B,國泰A級公司債,50000,1667500,1667500,上櫃
2026-08-20,00762,元大全球AI,23000,2556800,2578500,上市
2026-08-20,00763U,期街口道瓊銅,0,0,0,上市
2026-08-20,00764B,群益25年美債,1500000,41010000,41010000,上櫃
2026-08-20,00768B,復華20年美債,1000,48480,48550,上櫃
2026-08-20,00770,國泰北美科技,0,0,0,上市
2026-08-20,00771,元大US高息特別股,0,0,0,上市
2026-08-20,00772B,中信高評級公司債,5000,163350,163700,上櫃
2026-08-20,00773B,中信優先金融債,1115000,39236550,39236850,上櫃
2026-08-20,00775B,台新投等債15+,40000,1248000,1248000,上市
2026-08-20,00777B,凱基AAA至A公司債,23000,719670,721750,上櫃
2026-08-20,00778B,凱基金融債20+,0,0,0,上櫃
2026-08-20,00779B,凱基美債25+,0,0,0,上櫃
2026-08-20,00780B,國泰A級金融債,50000,1838500,1838500,上櫃
2026-08-20,00781B,國泰A級科技債,50000,1371500,1371500,上櫃
2026-08-20,00782B,國泰A級公用債,50000,1482000,1482000,上櫃
2026-08-20,00783,富邦中証500,32000,911230,903000,上市
2026-08-20,00785B,富邦金融投等債,50000,1717500,1717500,上櫃
2026-08-20,00786B,元大10年IG銀行債,0,0,0,上櫃
2026-08-20,00787B,元大10年IG醫療債,0,0,0,上櫃
2026-08-20,00788B,元大10年IG電能債,0,0,0,上櫃
2026-08-20,00789B,復華公司債A3,1000,46360,46340,上櫃
2026-08-20,00791B,復華信用債1-5,0,0,0,上櫃
2026-08-20,00792B,群益A級公司債,0,0,0,上櫃
2026-08-20,00793B,群益AAA-A醫療債,1000,29340,30010,上櫃
2026-08-20,00795B,中信美國公債20年,2548000,66749370,66782990,上櫃
2026-08-20,00799B,國泰A級醫療債,52000,1496540,1496400,上櫃
2026-08-20,00830,國泰費城半導體,205000,17233250,17246400,上市
2026-08-20,00834B,第一金金融債10+,0,0,0,上櫃
2026-08-20,00836B,永豐10年A公司債,0,0,0,上櫃
2026-08-20,00840B,凱基IG精選15+,0,0,0,上櫃
2026-08-20,00841B,凱基AAA-AA公司債,0,0,0,上櫃
2026-08-20,00842B,台新美元銀行債,1000,29490,29560,上櫃
2026-08-20,00844B,台新15年IG金融債,40000,1229200,1229200,上櫃
2026-08-20,00845B,富邦新興投等債,50000,1642500,1642500,上櫃
2026-08-20,00846B,富邦歐洲銀行債,50000,1781500,1781200,上櫃
2026-08-20,00847B,中信美國市政債,400000,9955500,9955500,上櫃
2026-08-20,00848B,中信新興亞洲債,185000,6221050,6221050,上櫃
2026-08-20,00849B,中信EM主權債0-5,153000,5730380,5731410,上櫃
2026-08-20,00850,元大臺灣ESG永續,64000,5686100,5696250,上市
2026-08-20,00851,台新全球AI,0,0,0,上市
2026-08-20,00852L,國泰美國道瓊正2,2000,71360,71520,上市
2026-08-20,00853B,統一美債10年Aa-A,251000,6771790,6771990,上櫃
2026-08-20,00856B,永豐1-3年美公債,0,0,0,上櫃
2026-08-20,00857B,永豐20年美公債,50000,1135950,1137000,上櫃
2026-08-20,00858,永豐美國500大,3000,108270,108220,上櫃
2026-08-20,00859B,群益0-1年美債,258000,10626500,10626840,上櫃
2026-08-20,00860B,群益1-5Y投資級債,0,0,0,上櫃
2026-08-20,00861,元大全球未來通訊,0,0,0,上市
2026-08-20,00862B,中信投資級公司債,200000,6185500,6185500,上櫃
2026-08-20,00863B,中信全球電信債,200000,6208500,6208500,上櫃
2026-08-20,00864B,中信美國公債0-1,116000,5344100,5344680,上櫃
2026-08-20,00865B,國泰US短期公債,115000,5612950,5618700,上市
2026-08-20,00867B,台新A-BBB電信債,83000,2452550,2477510,上櫃
2026-08-20,00870B,元大15年EM主權債,20000,552400,551800,上櫃
2026-08-20,00875,國泰網路資安,8000,432250,432700,上市
2026-08-20,00876,元大全球5G,1000,87000,87300,上市
2026-08-20,00877,復華中國5G,592000,22057560,22155700,上櫃
2026-08-20,00878,國泰永續高股息,2894000,92947880,93096690,上市
2026-08-20,00881,國泰台灣科技龍頭,7870000,381644470,382440040,上市
2026-08-20,00882,中信中國高股息,105000,1578160,1579500,上市
2026-08-20,00884B,中信低碳新興債,200000,5785500,5785500,上櫃
2026-08-20,00885,富邦越南,32000,562670,564810,上市
2026-08-20,00886,永豐美國科技,0,0,0,上櫃
2026-08-20,00887,永豐中國科技50大,934000,15512140,15491230,上櫃
2026-08-20,00888,永豐台灣ESG,700000,22321250,22381230,上櫃
2026-08-20,00890B,凱基ESG BBB債15+,51000,1602060,1602320,上櫃
2026-08-20,00891,中信關鍵半導體,3264000,108598760,108817020,上市
2026-08-20,00892,富邦台灣半導體,607000,23580030,23630840,上市
2026-08-20,00893,國泰智能電動車,5000,214260,214180,上市
2026-08-20,00894,中信小資高價30,143000,6485530,6484940,上市
2026-08-20,00895,富邦未來車,1000,49310,49660,上市
2026-08-20,00896,中信綠能及電動車,158000,4245090,4280040,上市
2026-08-20,00897,富邦基因免疫生技,701000,9447770,9468800,上市
2026-08-20,00898,國泰基因免疫革命,605000,6645730,6671320,上市
2026-08-20,00899,FT潔淨能源,1000,23530,23570,上市
2026-08-20,00900,富邦特選高股息30,454000,8438550,8431940,上市
2026-08-20,00901,永豐智能車供應鏈,32000,1428030,1418980,上市
2026-08-20,00902,中信電池及儲能,22000,295700,295330,上市
2026-08-20,00903,富邦元宇宙,0,0,0,上市
2026-08-20,00904,台新臺灣半導體30,181000,7028360,7041040,上市
2026-08-20,00905,FT臺灣SMART,138000,3545110,3545560,上市
2026-08-20,00907,永豐優息存股,10000,171090,171640,上市
2026-08-20,00908,富邦入息REITs+,0,0,0,上市
2026-08-20,00909,國泰數位支付服務,11000,488820,489580,上市
2026-08-20,00910,第一金太空衛星,36000,2195450,2197900,上市
2026-08-20,00911,兆豐洲際半導體,40000,2130250,2130550,上市
2026-08-20,00912,中信臺灣智慧50,57000,1915070,1936660,上市
2026-08-20,00913,兆豐台灣晶圓製造,247000,11142090,11199870,上市
2026-08-20,00915,凱基優選高股息30,89000,2767230,2761660,上市
2026-08-20,00916,國泰全球品牌50,10000,268230,269250,上市
2026-08-20,00917,中信特選金融,22000,530380,529320,上市
2026-08-20,00918,大華優利高填息30,1440000,48449550,48564220,上市
2026-08-20,00919,群益台灣精選高息,3874000,117072000,117421960,上市
2026-08-20,00920,富邦ESG綠色電力,0,0,0,上市
2026-08-20,00921,兆豐龍頭等權重,2000,47640,47800,上市
2026-08-20,00922,國泰台灣領袖50,334000,13360530,13354660,上市
2026-08-20,00923,群益台ESG低碳50,964000,37018730,37018250,上市
2026-08-20,00924,復華S&P500成長,18000,597710,597600,上市
2026-08-20,00926,凱基全球菁英55,1000,26180,26250,上市
2026-08-20,00927,群益半導體收益,3494000,123214670,123667990,上市
2026-08-20,00928,中信上櫃ESG 30,63000,1990000,1992070,上櫃
2026-08-20,00929,復華台灣科技優息,2865000,81443670,81402140,上市
2026-08-20,00930,永豐ESG低碳高息,0,0,0,上市
2026-08-20,00931B,統一美債20年,274000,3609320,3613560,上櫃
2026-08-20,00932,兆豐永續高息等權,0,0,0,上市
2026-08-20,00933B,國泰10Y+金融債,31000,486930,487540,上櫃
2026-08-20,00934,中信成長高股息,422000,11945870,12011740,上市
2026-08-20,00935,野村臺灣新科技50,1101000,61234800,61442700,上市
2026-08-20,00936,台新永續高息中小,59000,1237980,1240670,上市
2026-08-20,00937B,群益ESG投等債20+,2058000,29621060,29639850,上櫃
2026-08-20,00938,凱基優選30,2000,48620,49000,上市
2026-08-20,00939,統一台灣高息動能,107000,2378900,2377280,上市
2026-08-20,00940,元大台灣價值高息,641000,7938540,7950930,上市
2026-08-20,00941,中信上游半導體,10000,258370,258630,上市
2026-08-20,00942B,台新美A公司債20+,0,0,0,上櫃
2026-08-20,00943,兆豐電子高息等權,1000,21160,21240,上市
2026-08-20,00944,野村趨勢動能高息,29000,590650,593340,上市
2026-08-20,00945B,凱基美國非投等債,37000,536440,536460,上市
2026-08-20,00946,群益科技高息成長,27000,411780,412170,上市
2026-08-20,00947,台新臺灣IC設計,1841000,66269990,66469200,上市
2026-08-20,00948B,中信優息投資級債,24000,220560,220760,上櫃
2026-08-20,00949,復華日本龍頭,1000,21740,21750,上市
2026-08-20,00950B,凱基A級公司債,11000,151390,151320,上櫃
2026-08-20,00951,台新日本半導體,309000,5261510,5293780,上市
2026-08-20,00952,凱基台灣AI50,167000,2958390,2942530,上市
2026-08-20,00953B,群益優選非投等債,2386000,23095020,23123720,上市
2026-08-20,00954,中信日本半導體,61000,1108890,1111160,上市
2026-08-20,00955,中信日本商社,174000,2638700,2639140,上櫃
2026-08-20,00956,中信日經高股息,0,0,0,上市
2026-08-20,00957B,兆豐US優選投等債,0,0,0,上櫃
2026-08-20,00958B,永豐ESG銀行債15+,0,0,0,上櫃
2026-08-20,00959B,大華投等美債15Y+,2000,18380,18360,上櫃
2026-08-20,00960,野村全球航運龍頭,75000,1564290,1564190,上市
2026-08-20,00961,FT臺灣永續高息,1775000,23247510,23252940,上市
2026-08-20,00962,台新AI優息動能,34000,509260,505890,上市
2026-08-20,00963,中信全球高股息,33000,433410,433340,上市
2026-08-20,00964,中信亞太高股息,43000,626370,627170,上市
2026-08-20,00965,元大航太防衛科技,36000,951540,952840,上市
2026-08-20,00966B,統一ESG投等債15+,150000,2040000,2038500,上櫃
2026-08-20,00967B,元大優息美債,10000,90000,90200,上櫃
2026-08-20,00968B,元大優息投等債,2000,18160,18140,上櫃
2026-08-20,00969B,元大零息超長美債,45000,360000,362900,上櫃
2026-08-20,00970B,台新BBB投等債20+,0,0,0,上櫃
2026-08-20,00971,野村美國研發龍頭,1000,17660,17640,上市
2026-08-20,00972,野村日本動能高息,2000,43200,43200,上市
2026-08-20,009800,中信NASDAQ,1000,13080,13060,上市
2026-08-20,009801,中信美國創新科技,13000,146100,146850,上市
2026-08-20,009802,富邦旗艦50,226000,4202440,4203840,上市
2026-08-20,009803,玉山市值動能50,201000,4203780,4209750,上市
2026-08-20,009804,聯邦台精彩50,13000,282750,283590,上市
2026-08-20,009805,台新美國電力基建,58000,914150,914030,上市
2026-08-20,009806,台新標普500,0,0,0,上櫃
2026-08-20,009807,台新標普科技精選,0,0,0,上櫃
2026-08-20,009808,華南永昌優選50,0,0,0,上市
2026-08-20,009809,富邦淨零ESG50,0,0,0,上市
2026-08-20,00980A,主動野村臺灣優選,1626000,38966870,38996700,上市
2026-08-20,00980B,台新特選IG債10+,0,0,0,上櫃
2026-08-20,00980D,主動聯博投等入息,0,0,0,上櫃
2026-08-20,00980T,平衡凱基美國TOP,0,0,0,上櫃
2026-08-20,009810,玉山全球藍籌100,1000,21410,21470,上市
2026-08-20,009811,統一美國50,0,0,0,上市
2026-08-20,009812,野村日本東證,1000,12740,12740,上市
2026-08-20,009813,貝萊德標普卓越50,4000,45210,45200,上市
2026-08-20,009814,富邦標普500,0,0,0,上櫃
2026-08-20,009815,大華美國MAG7+,1000,11420,11470,上櫃
2026-08-20,009816,凱基台灣TOP50,7933000,119729800,119937730,上市
2026-08-20,009817,國泰日本不動產,15000,136990,137100,上市
2026-08-20,009818,華南永昌NASDAQxT,0,0,0,上市
2026-08-20,009819,中信數據及電力,50000,500490,500060,上市
2026-08-20,00981A,主動統一台股增長,54655000,1589692040,1593678000,上市
2026-08-20,00981B,第一金優選非投債,539000,4961200,4954670,上櫃
2026-08-20,00981D,主動中信非投等債,296000,3063600,3060840,上櫃
2026-08-20,00981T,平衡凱基雙核收息,236000,2779290,2774280,上市
2026-08-20,009820,元大納斯達克精選,59000,578380,578690,上市
2026-08-20,009821,野村稀土關鍵資源,604000,9143190,9145210,上市
2026-08-20,009822,華南永昌未來金融,50000,477340,477000,上櫃
2026-08-20,009823,群益S&P500,2000,21000,20980,上櫃
2026-08-20,009824,群益美國科技巨頭,96000,962420,962330,上市
2026-08-20,009825,聯邦美國金融創新,0,0,0,上櫃
2026-08-20,009826,貝萊德世界股票,61000,619490,619000,上市
2026-08-20,00982A,主動群益台灣強棒,4470000,96568590,96941060,上市
2026-08-20,00982B,FT投資級債20+,0,0,0,上櫃
2026-08-20,00982D,主動富邦動態入息,1000,9760,9780,上市
2026-08-20,00982T,平衡兆豐台美動能,0,0,0,上市
2026-08-20,00983A,主動中信ARK創新,162000,1992700,1995840,上市
2026-08-20,00983B,大華優利美公債20,0,0,0,上櫃
2026-08-20,00983D,主動富邦複合收益,59000,588230,587950,上市
2026-08-20,00984A,主動安聯台灣高息,281000,4275340,4279100,上市
2026-08-20,00984B,大華優利美A債15,0,0,0,上櫃
2026-08-20,00984D,主動聯博全球非投,252000,2534000,2533370,上市
2026-08-20,00985A,主動野村台灣50,401000,8986300,8998520,上市
2026-08-20,00985B,群益ESG投等債0-5,151000,1547750,1548260,上市
2026-08-20,00985D,主動貝萊德優投等,199000,1965420,1967950,上櫃
2026-08-20,00986A,主動台新龍頭成長,4000,57510,57520,上市
2026-08-20,00986B,FT金融債10+,0,0,0,上櫃
2026-08-20,00986D,主動復華金融債息,0,0,0,上櫃
2026-08-20,00987A,主動台新優勢成長,264000,4177330,4189740,上市
2026-08-20,00987B,野村10+澳洲公債,0,0,0,上櫃
2026-08-20,00988A,主動統一全球創新,9924000,162636030,163711720,上市
2026-08-20,00988B,玉山嚴選非投債,32000,627970,629360,上櫃
2026-08-20,00989A,主動摩根美國科技,1000,16920,16890,上市
2026-08-20,00989B,台新美國非投等債,2000,20240,20220,上櫃
2026-08-20,00990A,主動元大AI新經濟,3924000,61032850,61253520,上市
2026-08-20,00990B,國泰收益非投等債,2000,19980,20000,上櫃
2026-08-20,00991A,主動復華未來50,34007000,604725810,605024510,上市
2026-08-20,00991B,貝萊德A級公司債,0,0,0,上市
2026-08-20,00992A,主動群益科技創新,9347000,165239370,165409790,上市
2026-08-20,00993A,主動安聯台灣,862000,11395630,11390440,上市
2026-08-20,00994A,主動第一金台股優,620000,10507490,10536270,上市
2026-08-20,00995A,主動中信台灣卓越,814000,13716550,13748260,上市
2026-08-20,00996A,主動兆豐台灣豐收,593000,8105130,8114460,上市
2026-08-20,00997A,主動群益美國增長,702000,7936620,7941020,上市
2026-08-20,00998A,主動復華金融股息,152000,2712990,2723570,上櫃
2026-08-20,00999A,主動野村臺灣高息,903000,10082450,10094140,上市
2026-08-20,1101,台泥,7203000,177504000,178434650,上市
2026-08-20,1102,亞泥,3614000,124565250,125354750,上市
2026-08-20,1103,嘉泥,17000,223850,224150,上市
2026-08-20,1104,環泥,60000,1597650,1605500,上市
2026-08-20,1108,幸福,21000,247100,247750,上市
2026-08-20,1109,信大,20000,269100,270800,上市
2026-08-20,1110,東泥,16000,256700,257550,上市
2026-08-20,1201,味全,16000,197850,198450,上市
2026-08-20,1203,味王,0,0,0,上市
2026-08-20,1210,大成,183000,9695300,9703800,上市
2026-08-20,1215,卜蜂,108000,11919000,11934500,上市
2026-08-20,1216,統一,2888000,224061500,225056300,上市
2026-08-20,1217,愛之味,18000,179780,179870,上市
2026-08-20,1218,泰山,692000,10045850,10121350,上市
2026-08-20,1219,福壽,49000,544250,546350,上市
2026-08-20,1220,台榮,1000,10950,11000,上市
2026-08-20,1225,福懋油,5000,121500,121800,上市
2026-08-20,1227,佳格,48000,1395450,1396600,上市
2026-08-20,1229,聯華,287000,12028350,12064800,上市
2026-08-20,1231,聯華食,69000,5716900,5723500,上市
2026-08-20,1232,大統益,4000,624000,624500,上市
2026-08-20,1233,天仁,3000,83500,83550,上市
2026-08-20,1234,黑松,3000,100050,100450,上市
2026-08-20,1235,興泰,8000,284450,290350,上市
2026-08-20,1236,宏亞,10000,253700,255950,上市
2026-08-20,1240,茂生農經,0,0,0,上櫃
2026-08-20,1256,鮮活果汁-KY,1000,179500,178500,上市
2026-08-20,1259,安心,5000,318800,319900,上櫃
2026-08-20,1264,德麥,5000,1285000,1284000,上櫃
2026-08-20,1268,漢來美食,3000,543500,542500,上櫃
2026-08-20,1294,漢田生技,1000,55700,55700,上櫃
2026-08-20,1295,生合,4000,182200,182550,上櫃
2026-08-20,1301,台塑,4906000,284171800,284348400,上市
2026-08-20,1303,南亞,40798000,7739120500,7734003500,上市
2026-08-20,1304,台聚,692000,8249550,8246500,上市
2026-08-20,1305,華夏,250000,2959400,2953850,上市
2026-08-20,1307,三芳,60000,1839250,1839200,上市
2026-08-20,1308,亞聚,280000,3767650,3774950,上市
2026-08-20,1309,台達化,258000,3305450,3303850,上市
2026-08-20,1310,台苯,862000,7005330,6990730,上市
2026-08-20,1312,國喬,2546000,30361500,30351750,上市
2026-08-20,1313,聯成,277000,3203900,3205300,上市
2026-08-20,1314,中石化,5232000,41183380,41121660,上市
2026-08-20,1315,達新,1000,66000,65800,上市
2026-08-20,1316,上曜,1285000,13785500,13787500,上市
2026-08-20,1319,東陽,329000,27099800,27166700,上市
2026-08-20,1321,大洋,6000,192200,192650,上市
2026-08-20,1323,永裕,1000,21400,21600,上市
2026-08-20,1324,地球,0,0,0,上市
2026-08-20,1325,恆大,33000,869500,869800,上市
2026-08-20,1326,台化,11455000,672524100,673224300,上市
2026-08-20,1336,台翰,45000,776300,779100,上櫃
2026-08-20,1337,再生-KY,88000,400740,403400,上市
2026-08-20,1338,廣華-KY,5000,73550,73400,上市
2026-08-20,1339,昭輝,40000,1813700,1812450,上市
2026-08-20,1340,勝悅-KY,8000,40940,41030,上市
2026-08-20,1342,八貫,33000,3413500,3423000,上市
2026-08-20,1402,遠東新,8783000,252838800,255586400,上市
2026-08-20,1409,新纖,1707000,41637300,41689400,上市
2026-08-20,1410,南染,58000,1496650,1495500,上市
2026-08-20,1414,東和,235000,4753050,4751300,上市
2026-08-20,1416,廣豐,10000,117000,117850,上市
2026-08-20,1417,嘉裕,7000,57630,57910,上市
2026-08-20,1418,東華,0,0,0,上市
2026-08-20,1419,新紡,24000,1541900,1549000,上市
2026-08-20,1423,利華,0,0,0,上市
2026-08-20,1432,大魯閣,3000,45000,45150,上市
2026-08-20,1434,福懋,233000,4134850,4124800,上市
2026-08-20,1436,華友聯,8000,307750,307750,上市
2026-08-20,1437,勤益控,71000,2304200,2304300,上市
2026-08-20,1438,三地開發,5000,111100,111750,上市
2026-08-20,1439,雋揚,5000,146400,146050,上市
2026-08-20,1440,南紡,67000,902400,904550,上市
2026-08-20,1442,名軒,10000,300700,303000,上市
2026-08-20,1443,立益物流,0,0,0,上市
2026-08-20,1445,大宇,0,0,0,上市
2026-08-20,1446,宏和,16000,218400,218000,上市
2026-08-20,1449,佳和,24000,291600,291800,上市
2026-08-20,1451,年興,2000,34700,34500,上市
2026-08-20,1452,宏益,2000,22850,23000,上市
2026-08-20,1453,大將,2000,22400,22500,上市
2026-08-20,1454,台富,5000,61100,61850,上市
2026-08-20,1455,集盛,158000,1579270,1581420,上市
2026-08-20,1456,怡華,19000,259600,258050,上市
2026-08-20,1457,宜進,0,0,0,上市
2026-08-20,1459,聯發,16000,225600,230900,上市
2026-08-20,1463,強盛新,0,0,0,上市
2026-08-20,1464,得力,23000,234350,233950,上市
2026-08-20,1465,偉全,6000,73200,73100,上市
2026-08-20,1466,聚隆,189000,3068450,3066050,上市
2026-08-20,1467,南緯,88000,730560,731330,上市
