日期,代號,名稱,當日沖銷交易成交股數,當日沖銷交易買進成交金額,當日沖銷交易賣出成交金額,市場別
2026-03-30,6169,昱泉,0,0,0,上櫃
2026-03-30,6170,統振,25000,1276500,1276100,上櫃
2026-03-30,6171,大城地產,0,0,0,上櫃
2026-03-30,6173,信昌電,645000,38723100,38892700,上櫃
2026-03-30,6174,安碁,29000,651350,652900,上櫃
2026-03-30,6175,立敦,2288000,110583700,111184200,上櫃
2026-03-30,6176,瑞儀,360000,33018300,33067000,上市
2026-03-30,6177,達麗,192000,9158600,9156550,上市
2026-03-30,6179,亞通,127000,3160850,3136450,上櫃
2026-03-30,6180,橘子,73000,3130050,3134750,上櫃
2026-03-30,6182,合晶,1331000,44948550,44959400,上櫃
2026-03-30,6183,關貿,22000,2030300,2029600,上市
2026-03-30,6184,大豐電,4000,190200,190150,上市
2026-03-30,6185,幃翔,4000,55750,56100,上櫃
2026-03-30,6186,新潤,43000,1715350,1717250,上櫃
2026-03-30,6188,廣明,326000,28666600,28856300,上櫃
2026-03-30,6189,豐藝,101000,4642300,4632850,上市
2026-03-30,6190,萬泰科,3191000,171107600,171194900,上櫃
2026-03-30,6191,精成科,1825000,167375500,167719500,上市
2026-03-30,6192,巨路,60000,7040500,7073000,上市
2026-03-30,6194,育富,0,0,0,上櫃
2026-03-30,6195,詩肯,0,0,0,上櫃
2026-03-30,6196,帆宣,408000,114285500,114726500,上市
2026-03-30,6197,佳必琪,672000,110038000,109952500,上市
2026-03-30,6199,天品,101000,11136000,11171000,上櫃
2026-03-30,6201,亞弘電,2000,100200,100000,上市
2026-03-30,6202,盛群,633000,30976150,31048000,上市
2026-03-30,6203,海韻電,27000,1782400,1788100,上櫃
2026-03-30,6204,艾華,1000,60000,60900,上櫃
2026-03-30,6205,詮欣,311000,17096100,17102600,上市
2026-03-30,6206,飛捷,80000,7988400,7988300,上市
2026-03-30,6207,雷科,120000,6052200,6107000,上櫃
2026-03-30,6208,日揚,5000,235450,238950,上櫃
2026-03-30,6209,今國光,577000,28604750,28645900,上市
2026-03-30,6210,慶生,1000,19600,19650,上櫃
2026-03-30,6212,理銘,0,0,0,上櫃
2026-03-30,6213,聯茂,11772000,1781549000,1783784000,上市
2026-03-30,6214,精誠,50000,5324000,5326500,上市
2026-03-30,6215,和椿,180000,17801300,17919200,上市
2026-03-30,6216,居易,14000,350950,352700,上市
2026-03-30,6218,豪勉,102000,2618850,2630150,上櫃
2026-03-30,6219,富旺,24000,348150,354800,上櫃
2026-03-30,6220,岳豐,183000,5923750,5987850,上櫃
2026-03-30,6221,晉泰,16000,414400,411750,上櫃
2026-03-30,6222,立軒,18000,375850,374550,上櫃
2026-03-30,6223,旺矽,437000,1597695000,1605275000,上櫃
2026-03-30,6224,聚鼎,11000,439950,441700,上市
2026-03-30,6227,茂綸,35000,2969500,3000500,上櫃
2026-03-30,6229,研通,3000,62600,62450,上櫃
2026-03-30,6230,尼得科超眾,61000,8929500,8980500,上市
2026-03-30,6231,系微,697000,188175500,188498000,上櫃
2026-03-30,6233,旺玖,45000,1168900,1171000,上櫃
2026-03-30,6234,高僑,103000,2892050,2914550,上櫃
2026-03-30,6235,華孚,966000,47716750,47625700,上市
2026-03-30,6237,驊訊,40000,1439650,1444550,上櫃
2026-03-30,6239,力成,2509000,484804000,487777000,上市
2026-03-30,6240,松崗,12000,220150,222250,上櫃
2026-03-30,6243,迅杰,46000,1338650,1348900,上市
2026-03-30,6244,茂迪,2691000,73104400,73401750,上櫃
2026-03-30,6245,立端,209000,14267000,14383400,上櫃
2026-03-30,6248,沛波,13000,265100,265600,上櫃
2026-03-30,6257,矽格,5588000,795691500,809696000,上市
2026-03-30,6259,百徽,3000,53150,53100,上櫃
2026-03-30,6261,久元,107000,7850200,7876100,上櫃
2026-03-30,6263,普萊德,4000,495000,496000,上櫃
2026-03-30,6265,方土昶,2926000,112675500,113355200,上櫃
2026-03-30,6266,泰詠,15000,429350,430250,上櫃
2026-03-30,6269,台郡,895000,53843100,54120300,上市
2026-03-30,6270,倍微,104000,2604800,2607350,上櫃
2026-03-30,6271,同欣電,1827000,266335000,266923500,上市
2026-03-30,6274,台燿,5672000,3399847000,3403806000,上櫃
2026-03-30,6275,元山,34000,1618900,1622050,上櫃
2026-03-30,6276,安鈦克,18000,595450,597750,上櫃
2026-03-30,6277,宏正,832000,59816900,59972800,上市
2026-03-30,6278,台表科,203000,19197200,19238000,上市
2026-03-30,6279,胡連,55000,6056000,6062000,上櫃
2026-03-30,6281,全國電,6000,343400,343100,上市
2026-03-30,6282,康舒,5790000,272256800,272655550,上市
2026-03-30,6283,淳安,8000,164200,164250,上市
2026-03-30,6284,佳邦,215000,17625500,17640300,上櫃
2026-03-30,6285,啟碁,18120000,3241718500,3244190000,上市
2026-03-30,6290,良維,2034000,415700000,416580500,上櫃
2026-03-30,6291,沛亨,926000,316745000,323310000,上櫃
2026-03-30,6292,迅德,548000,27377750,27480600,上櫃
2026-03-30,6294,智基,1000,40450,40600,上櫃
2026-03-30,6405,悅城,504000,15879900,15956700,上市
2026-03-30,6409,旭隼,443000,331567000,329181000,上市
2026-03-30,6411,晶焱,49000,3653700,3666100,上櫃
2026-03-30,6412,群電,333000,24954500,25015500,上市
2026-03-30,6414,樺漢,226000,60832500,60869500,上市
2026-03-30,6415,矽力*-KY,1525000,434778500,435731500,上市
2026-03-30,6416,瑞祺電通,37000,2892000,2919100,上市
2026-03-30,6417,韋僑,17000,1784500,1789000,上櫃
2026-03-30,6418,詠昇,22000,667650,669900,上櫃
2026-03-30,6419,京晨科,535000,49846600,49830800,上櫃
2026-03-30,6423,億而得,14000,1175300,1176700,上櫃
2026-03-30,6425,易發,92000,6195900,6236400,上櫃
2026-03-30,6432,今展科,24000,808300,810750,上櫃
2026-03-30,6435,大中,227000,34212500,34290000,上櫃
2026-03-30,6438,迅得,425000,73291500,73082000,上市
2026-03-30,6441,廣錠,1000,20350,20500,上櫃
2026-03-30,6442,光聖,1453000,3004745000,3020425000,上市
2026-03-30,6443,元晶,12646000,544505900,544654050,上市
2026-03-30,6446,藥華藥,561000,345843000,346952000,上市
2026-03-30,6449,鈺邦,118000,17792000,18334000,上市
2026-03-30,6456,GIS-KY,800000,45592500,45657800,上市
2026-03-30,6462,神盾,139000,14229000,14223500,上櫃
2026-03-30,6464,台數科,5000,377200,381100,上市
2026-03-30,6469,大樹,65000,5390500,5384100,上櫃
2026-03-30,6470,宇智,62000,3026300,3059500,上櫃
2026-03-30,6472,保瑞,147000,65541500,65630000,上市
2026-03-30,6477,安集,235000,7925700,7930000,上市
2026-03-30,6482,弘煜科,5000,157500,157800,上櫃
2026-03-30,6485,點序,101000,8190100,8237500,上櫃
2026-03-30,6486,互動,109000,9489500,9492100,上櫃
2026-03-30,6488,環球晶,567000,246655500,247239000,上櫃
2026-03-30,6491,晶碩,32000,8898500,8899500,上市
2026-03-30,6494,九齊,24000,1051350,1051550,上櫃
2026-03-30,6496,科懋,0,0,0,上櫃
2026-03-30,6498,久禾光,0,0,0,上櫃
2026-03-30,6499,益安,158000,14456500,14504800,上櫃
2026-03-30,6504,南六,8000,319400,321550,上市
2026-03-30,6505,台塑化,16403000,938441200,938915900,上市
2026-03-30,6506,雙邦,3000,49450,49850,上櫃
2026-03-30,6508,惠光,53000,1505000,1505250,上櫃
2026-03-30,6509,聚和,1761000,79670200,79995600,上櫃
2026-03-30,6510,精測,465000,1539580000,1548230000,上櫃
2026-03-30,6516,勤崴國際,15000,905000,906300,上櫃
2026-03-30,6517,保勝光學,22000,1238100,1250000,上櫃
2026-03-30,6523,達爾膚,0,0,0,上櫃
2026-03-30,6525,捷敏-KY,38000,3083200,3084500,上市
2026-03-30,6526,達發,55000,26276500,26253000,上市
2026-03-30,6530,創威,800000,71617400,71431000,上櫃
2026-03-30,6531,愛普*,1279000,625840000,626199500,上市
2026-03-30,6532,瑞耘,214000,15436000,15545700,上櫃
2026-03-30,6533,晶心科,482000,87551500,88276500,上市
2026-03-30,6534,正瀚-創,20000,1724400,1738100,上市
2026-03-30,6538,倉和,197000,15316200,15261300,上櫃
2026-03-30,6541,泰福-KY,44000,1788200,1794800,上市
2026-03-30,6542,隆中,2000,113000,113900,上櫃
2026-03-30,6546,正基,198000,13463800,13589400,上櫃
2026-03-30,6548,長科*,4055000,195695300,195658900,上櫃
2026-03-30,6552,易華電,35000,933700,934850,上市
2026-03-30,6558,興能高,80000,2265700,2268800,上市
2026-03-30,6560,欣普羅,2000,80550,81200,上櫃
2026-03-30,6561,是方,19000,6764500,6771500,上櫃
2026-03-30,6568,宏觀,703000,150738500,152273500,上櫃
2026-03-30,6569,醫揚,1000,92000,95000,上櫃
2026-03-30,6570,維田,2000,75400,75800,上櫃
2026-03-30,6577,勁豐,0,0,0,上櫃
2026-03-30,6578,達邦蛋白,0,0,0,上櫃
2026-03-30,6579,研揚,15000,1705500,1707000,上市
2026-03-30,6581,鋼聯,0,0,0,上市
2026-03-30,6582,申豐,629000,22566050,22507400,上市
2026-03-30,6585,鼎基,87000,8699800,8800500,上市
2026-03-30,6588,東典光電,9586000,1182944500,1191823500,上櫃
2026-03-30,6589,台康生技,43000,2419100,2410100,上市
2026-03-30,6591,動力-KY,57000,3489800,3500900,上市
2026-03-30,6592,和潤企業,141000,8786700,8808000,上市
2026-03-30,6593,台灣銘板,5000,189150,188200,上櫃
2026-03-30,6596,寬宏藝術,199000,21220500,21390500,上櫃
2026-03-30,6603,富強鑫,389000,8472900,8501900,上櫃
2026-03-30,6605,帝寶,21000,2832000,2832500,上市
2026-03-30,6606,建德工業,12000,285600,286700,上市
2026-03-30,6609,瀧澤科,2169000,93360350,93425750,上櫃
2026-03-30,6612,奈米醫材,0,0,0,上櫃
2026-03-30,6613,朋億*,43000,8689000,8701000,上櫃
2026-03-30,6615,慧智,1000,35200,34100,上櫃
2026-03-30,6616,特昇-KY,0,0,0,上櫃
2026-03-30,6617,共信-KY,82000,5526700,5534900,上櫃
2026-03-30,6624,萬年清,20000,1166000,1175400,上櫃
2026-03-30,6625,必應,36000,2692000,2699400,上市
2026-03-30,6629,泰金-KY,0,0,0,上櫃
2026-03-30,6637,醫影,0,0,0,上櫃
2026-03-30,6640,均華,718000,999125000,1001415000,上櫃
2026-03-30,6641,基士德-KY,3000,55900,56150,上市
2026-03-30,6642,富致,32000,1712500,1712800,上櫃
2026-03-30,6643,M31,559000,267343000,268229000,上櫃
2026-03-30,6649,台生材,12000,532900,535300,上櫃
2026-03-30,6651,全宇昕,3000,259300,258300,上櫃
2026-03-30,6654,天正國際,0,0,0,上櫃
2026-03-30,6655,科定,1000,128500,128500,上市
2026-03-30,6657,華安,66000,2784850,2778400,上市
2026-03-30,6658,聯策,704000,49155500,49501100,上市
2026-03-30,6664,群翊,370000,107437000,107251000,上櫃
2026-03-30,6666,羅麗芬-KY,1000,40300,40050,上市
2026-03-30,6667,信紘科,84000,20065500,20064000,上櫃
2026-03-30,6668,中揚光,46000,1567250,1588150,上市
2026-03-30,6669,緯穎,396000,1316750000,1322250000,上市
2026-03-30,6670,復盛應用,70000,18325000,18305000,上市
2026-03-30,6671,三能-KY,4000,118650,119200,上市
2026-03-30,6672,騰輝電子-KY,2221000,280757000,281403000,上市
2026-03-30,6674,鋐寶科技,3000,54450,54450,上市
2026-03-30,6679,鈺太,151000,36330000,36403500,上櫃
2026-03-30,6680,鑫創電子,0,0,0,上櫃
2026-03-30,6683,雍智科技,1802000,2521820000,2561180000,上櫃
2026-03-30,6684,安格,24000,1008800,1025700,上櫃
2026-03-30,6689,伊雲谷,279000,20980200,21095800,上市
2026-03-30,6690,安碁資訊,3000,497500,500500,上櫃
2026-03-30,6691,洋基工程,131000,75847000,75825000,上市
2026-03-30,6692,進能服,2000,60900,61350,上櫃
2026-03-30,6693,廣閎科,299000,30829500,31057000,上櫃
2026-03-30,6695,芯鼎,29000,1136250,1140500,上市
2026-03-30,6697,東捷資訊,0,0,0,上櫃
2026-03-30,6698,旭暉應材,35000,1067350,1071450,上市
2026-03-30,6703,軒郁,12000,1336500,1339500,上櫃
2026-03-30,6706,惠特,1752000,213310000,213538000,上市
2026-03-30,6712,長聖,14000,1971500,1974500,上櫃
2026-03-30,6716,應廣,57000,3810800,3828900,上櫃
2026-03-30,6719,力智,95000,15950000,15935500,上市
2026-03-30,6720,久昌,39000,6684000,6699000,上櫃
2026-03-30,6725,矽科宏晟,153000,39259500,39378000,上櫃
2026-03-30,6728,上洋,1000,117000,117000,上櫃
2026-03-30,6732,昇佳電子,36000,5401000,5406000,上櫃
2026-03-30,6735,美達科技,5000,281400,283600,上櫃
2026-03-30,6739,竹陞科技,314000,372115000,373305000,上櫃
2026-03-30,6741,91APP*-KY,22000,1335100,1344500,上櫃
2026-03-30,6742,澤米,30000,1208700,1212000,上市
2026-03-30,6743,安普新,14000,324100,324450,上市
2026-03-30,6751,智聯服務,7000,361000,360900,上櫃
2026-03-30,6752,叡揚,1000,110000,109500,上櫃
2026-03-30,6753,龍德造船,475000,62606500,62741000,上市
2026-03-30,6754,匯僑設計,2000,87350,88250,上市
2026-03-30,6756,威鋒電子,27000,1980300,1977200,上市
2026-03-30,6757,台灣虎航,312000,15776100,15818200,上市
2026-03-30,6761,穩得,270000,44167500,44510000,上櫃
2026-03-30,6763,綠界科技*,52000,2463950,2458700,上櫃
2026-03-30,6768,志強-KY,57000,5065700,5053700,上市
2026-03-30,6770,力積電,137585000,8038798100,8049065700,上市
2026-03-30,6771,平和環保-創,16000,707600,710350,上市
2026-03-30,6776,展碁國際,119000,7014800,7042800,上市
2026-03-30,6781,AES-KY,568000,585800000,586565000,上市
2026-03-30,6782,視陽,45000,8591000,8618500,上市
2026-03-30,6785,昱展新藥,20000,3321000,3341000,上櫃
2026-03-30,6788,華景電,681000,247694000,248402500,上櫃
2026-03-30,6789,采鈺,1219000,389125500,391857000,上市
2026-03-30,6790,永豐實,103000,4224300,4224400,上市
2026-03-30,6791,虎門科技,0,0,0,上櫃
2026-03-30,6792,詠業,11000,619200,618800,上市
2026-03-30,6794,向榮生技,6000,467200,473900,上市
2026-03-30,6796,晉弘,30000,2259100,2276800,上市
2026-03-30,6799,來頡,12000,904900,910800,上市
2026-03-30,6803,崑鼎,3000,872000,873000,上櫃
2026-03-30,6804,明係,0,0,0,上櫃
2026-03-30,6805,富世達,479000,871040000,875070000,上市
2026-03-30,6806,森崴能源,159000,6107200,6112450,上市
2026-03-30,6807,峰源-KY,2000,85250,85300,上市
2026-03-30,6811,宏碁資訊,17000,3162500,3176000,上櫃
2026-03-30,6821,聯寶,4260000,254570400,255500200,上櫃
2026-03-30,6823,濾能,31000,1925300,1930100,上櫃
2026-03-30,6829,千附精密,165000,20371500,20352000,上櫃
2026-03-30,6830,汎銓,2223000,935621000,946294500,上市
2026-03-30,6834,天二科技,44000,1332600,1332200,上市
2026-03-30,6835,圓裕,243000,9255800,9287100,上市
2026-03-30,6838,台新藥,23000,608500,607300,上市
2026-03-30,6840,東研信超,13000,773100,776700,上櫃
2026-03-30,6841,長佳智能,48000,2979000,2981100,上櫃
2026-03-30,6843,進典,1000,46500,45850,上櫃
2026-03-30,6846,綠茵,0,0,0,上櫃
2026-03-30,6854,錼創科技-KY創,432000,64883500,64974000,上市
2026-03-30,6859,伯特光,0,0,0,上櫃
2026-03-30,6861,睿生光電,230000,30073000,30350000,上市
2026-03-30,6862,三集瑞-KY,157000,27444000,27694000,上市
2026-03-30,6863,永道-KY,11000,980200,980000,上市
2026-03-30,6865,偉康科技,5000,194200,196400,上櫃
2026-03-30,6869,雲豹能源,131000,11743400,11752900,上市
2026-03-30,6870,騰雲,9000,1660000,1661000,上櫃
2026-03-30,6873,泓德能源,136000,11553100,11559900,上市
2026-03-30,6874,倍力,14000,1251300,1256100,上櫃
2026-03-30,6877,鏵友益,300000,35028000,35269000,上櫃
2026-03-30,6885,全福生技,15000,350400,354000,上市
2026-03-30,6887,寶綠特-KY,7000,333700,336500,上市
2026-03-30,6890,來億-KY,208000,33004000,33042000,上市
2026-03-30,6894,衛司特,65000,21755000,21855500,上櫃
2026-03-30,6895,宏碩系統,23000,3897500,3868000,上櫃
2026-03-30,6899,創為精密,1000,50900,51000,上櫃
2026-03-30,6901,鑽石投資,175000,2415550,2416550,上市
2026-03-30,6902,GOGOLOOK,3000,223400,226000,上市
2026-03-30,6903,巨漢,310000,88093500,88456500,上櫃
2026-03-30,6904,伯鑫,0,0,0,上櫃
2026-03-30,6906,現觀科,22000,1495900,1509300,上市
2026-03-30,6909,創控,195000,8931150,8955850,上市
2026-03-30,6913,鴻呈,17000,1860000,1866500,上櫃
2026-03-30,6914,阜爾運通,9000,1357000,1364500,上市
2026-03-30,6916,華凌,6000,106250,106150,上市
2026-03-30,6918,愛派司,0,0,0,上市
2026-03-30,6919,康霈*,6769000,525436600,529470600,上市
2026-03-30,6922,宸曜,1000,157500,158500,上櫃
2026-03-30,6923,中台,94000,7107400,7154300,上市
2026-03-30,6925,意藍,11000,832900,836400,上櫃
2026-03-30,6928,攸泰科技,14000,650200,662250,上市
2026-03-30,6931,青松健康,11000,550850,552700,上市
2026-03-30,6933,AMAX-KY,20000,2616000,2592000,上市
2026-03-30,6936,永鴻生技,2000,68500,68800,上市
2026-03-30,6937,天虹,123000,30334500,30106000,上市
2026-03-30,6944,兆聯實業,269000,207214000,207476000,上市
2026-03-30,6949,沛爾生醫-創,34000,19086000,19117000,上市
2026-03-30,6951,青新-創,10000,791000,792500,上市
2026-03-30,6952,大武山,0,0,0,上市
2026-03-30,6953,家碩,11000,2309000,2342500,上櫃
2026-03-30,6957,裕慶-KY,10000,1557000,1562500,上市
2026-03-30,6958,日盛台駿,21000,354800,358950,上市
2026-03-30,6962,奕力-KY,4399000,153875200,154805350,上市
2026-03-30,6965,中傑-KY,6000,507600,513800,上市
2026-03-30,6967,汎瑋材料,2000,129700,129900,上櫃
2026-03-30,6968,萬達寵物,1000,46500,46500,上櫃
2026-03-30,6982,大井泵浦,6000,308600,309200,上櫃
2026-03-30,6994,富威電力,112000,8025100,8051800,上市
2026-03-30,6996,力領科技,12000,2009000,1998500,上櫃
2026-03-30,7402,邑錡,364000,45057000,45010000,上櫃
2026-03-30,7547,碩網,981000,83934500,82482600,上櫃
2026-03-30,7556,意德士,50000,8578500,8563000,上櫃
2026-03-30,7584,樂意,41000,1362000,1363700,上櫃
2026-03-30,7642,昶瑞機電,1000,75700,75900,上櫃
2026-03-30,7703,銳澤,60000,13556000,13580000,上櫃
2026-03-30,7704,明遠精密,1000,44550,44550,上櫃
2026-03-30,7705,三商餐飲,1000,34600,34500,上市
2026-03-30,7709,榮田,979000,70377500,70601300,上櫃
2026-03-30,7712,博盛半導體,230000,25275500,25362000,上櫃
2026-03-30,7713,威力德生醫,0,0,0,上櫃
2026-03-30,7714,創泓科技,12000,1574500,1588500,上櫃
2026-03-30,7715,裕山,1000,28700,28900,上櫃
2026-03-30,7717,萊德光電-KY,1588000,1229736000,1223564000,上櫃
2026-03-30,7718,友鋮,3000,139750,142050,上櫃
2026-03-30,7721,微程式,1000,67300,67300,上市
2026-03-30,7722,LINEPAY,37000,11501000,11500000,上市
2026-03-30,7723,築間,49000,1664350,1667850,上櫃
2026-03-30,7728,光焱科技,75000,55316000,55479000,上櫃
2026-03-30,7732,金興精密,0,0,0,上市
2026-03-30,7734,印能科技,496000,966610000,974385000,上櫃
2026-03-30,7736,虎山,22000,1800500,1800500,上市
2026-03-30,7738,東聯互動,0,0,0,上櫃
2026-03-30,7740,熙特爾-創,53000,9806500,9826000,上市
2026-03-30,7744,崴寶,13000,5729000,5777000,上櫃
2026-03-30,7749,意騰-KY,29000,11100500,11164000,上市
2026-03-30,7750,新代,72000,93965000,95125000,上市
2026-03-30,7753,星亞,0,0,0,上櫃
2026-03-30,7765,中華資安,230000,54326500,54822500,上市
2026-03-30,7769,鴻勁,343000,1245000000,1260665000,上市
2026-03-30,7777,能率亞洲,51000,1300200,1304800,上櫃
2026-03-30,7780,大研生醫*,4106000,88894950,87535500,上市
2026-03-30,7799,禾榮科,192000,69445000,70073500,上市
2026-03-30,7810,捷創科技,455000,126190500,125949000,上櫃
2026-03-30,8011,台通,2157000,44983150,44997150,上市
2026-03-30,8016,矽創,312000,61857000,62073000,上市
2026-03-30,8021,尖點,12178000,3176264500,3183029500,上市
2026-03-30,8027,鈦昇,6372000,888512000,896263500,上櫃
2026-03-30,8028,昇陽半導體,6089000,1114570500,1119584500,上市
2026-03-30,8032,光菱,11000,382600,382500,上櫃
2026-03-30,8033,雷虎,2267000,322848500,324770500,上市
2026-03-30,8034,榮群,97000,2265900,2267800,上櫃
2026-03-30,8039,台虹,4679000,517603500,518825500,上市
2026-03-30,8040,九暘,22000,1074150,1078150,上櫃
2026-03-30,8042,金山電,627000,34000400,34559300,上櫃
2026-03-30,8043,蜜望實,356000,25050300,25134500,上櫃
2026-03-30,8044,網家,34000,780050,784450,上櫃
2026-03-30,8045,達運光電,33000,2527200,2533700,上市
2026-03-30,8046,南電,13058000,7268788000,7307383000,上市
2026-03-30,8048,德勝,99000,5260000,5285700,上櫃
2026-03-30,8049,晶采,4000,100400,100400,上櫃
2026-03-30,8050,廣積,10000,401550,401850,上櫃
2026-03-30,8054,安國,394000,38319400,38304300,上櫃
2026-03-30,8064,東捷,4307000,287231600,287632900,上櫃
2026-03-30,8066,來思達,0,0,0,上櫃
2026-03-30,8068,全達,40000,854300,856150,上櫃
2026-03-30,8069,元太,1479000,208476000,208841500,上櫃
2026-03-30,8070,長華*,386000,17303300,17337100,上市
2026-03-30,8071,能率網通,10000,163400,163550,上櫃
2026-03-30,8072,陞泰,30000,807400,810800,上市
2026-03-30,8074,鉅橡,433000,23931300,23965300,上櫃
2026-03-30,8076,伍豐,90000,2176700,2181700,上櫃
2026-03-30,8081,致新,55000,12626000,12637000,上市
2026-03-30,8083,瑞穎,14000,2326500,2329500,上櫃
2026-03-30,8085,福華,86000,1343700,1337800,上櫃
2026-03-30,8086,宏捷科,3661000,450110500,451418000,上櫃
2026-03-30,8087,麗升能源,1000,34050,33500,上櫃
2026-03-30,8088,品安,3120000,163651200,164201650,上櫃
2026-03-30,8089,康全電訊,16000,372800,372950,上櫃
2026-03-30,8091,翔名,93000,13772500,13801500,上櫃
2026-03-30,8092,建暐,24000,301800,298150,上櫃
2026-03-30,8096,擎亞,26688000,2444106900,2447412800,上櫃
2026-03-30,8097,常珵,6000,330400,330900,上櫃
2026-03-30,8099,大世科,7000,418100,421000,上櫃
2026-03-30,8103,瀚荃,218000,17864800,17868200,上市
2026-03-30,8104,錸寶,140000,4761950,4750000,上市
2026-03-30,8105,凌巨,229000,2908450,2906700,上市
2026-03-30,8107,大億金茂,19000,248700,247500,上櫃
2026-03-30,8109,博大,44000,4544500,4580000,上櫃
2026-03-30,8110,華東,5701000,283142400,283544900,上市
2026-03-30,8111,立碁,209000,12605000,12660400,上櫃
2026-03-30,8112,至上,4504000,351368500,352051700,上市
2026-03-30,8114,振樺電,32000,5481000,5485000,上市
2026-03-30,8131,福懋科,1738000,108010500,108236400,上市
2026-03-30,8147,正淩,48000,6742000,6740500,上櫃
2026-03-30,8150,南茂,3670000,203725300,204943000,上市
2026-03-30,8162,微矽電子-創,52000,2006350,2002250,上市
2026-03-30,8163,達方,80000,2198250,2203600,上市
2026-03-30,8171,天宇,7000,173550,174300,上櫃
2026-03-30,8182,加高,892000,26451900,26194450,上櫃
2026-03-30,8183,精星,57000,1883150,1887950,上櫃
2026-03-30,8210,勤誠,1049000,932603000,938387000,上市
2026-03-30,8213,志超,118000,3881500,3883400,上市
2026-03-30,8215,明基材,205000,4688250,4680950,上市
2026-03-30,8222,寶一,162000,5838900,5842150,上市
2026-03-30,8227,巨有科技,68000,8116000,8116500,上櫃
2026-03-30,8234,新漢,76000,4700000,4698000,上櫃
2026-03-30,8249,菱光,134000,6536750,6538350,上市
2026-03-30,8255,朋程,78000,9668500,9694000,上櫃
2026-03-30,8261,富鼎,573000,56712300,56808200,上市
2026-03-30,8279,生展,1000,110500,110500,上櫃
2026-03-30,8284,三竹,2000,126500,126900,上櫃
2026-03-30,8289,泰藝,7008000,289467250,286811300,上櫃
2026-03-30,8299,群聯,3751000,5962460000,5988420000,上櫃
2026-03-30,8341,日友,30000,2298200,2298400,上市
2026-03-30,8342,益張,0,0,0,上櫃
2026-03-30,8349,恒耀,19000,778800,782400,上櫃
2026-03-30,8354,冠好,1000,14950,15050,上櫃
2026-03-30,8358,金居,7345000,1689871500,1692106000,上櫃
2026-03-30,8367,建新國際,2000,86600,86900,上市
2026-03-30,8374,羅昇,36000,2432200,2434800,上市
2026-03-30,8383,千附,624000,28511300,28411900,上櫃
2026-03-30,8390,金益鼎,204000,18419200,18429800,上櫃
2026-03-30,8401,白紗科,3000,75900,75800,上櫃
2026-03-30,8403,盛弘,3000,67300,67200,上櫃
2026-03-30,8404,百和興業-KY,127000,2345850,2338150,上市
2026-03-30,8410,森田,7000,256500,256900,上櫃
2026-03-30,8411,福貞-KY,47000,566100,574000,上市
2026-03-30,8415,大國鋼,1143000,39385700,39160900,上櫃
2026-03-30,8421,旭源,5000,67550,68500,上櫃
2026-03-30,8422,可寧衛*,1360000,39348250,39310100,上市
2026-03-30,8423,保綠-KY,0,0,0,上櫃
2026-03-30,8424,惠普,2000,148600,148400,上櫃
2026-03-30,8426,紅木-KY,7000,175850,175750,上櫃
2026-03-30,8429,金麗-KY,5000,34520,34620,上市
2026-03-30,8431,匯鑽科,314000,19815100,19862500,上櫃
2026-03-30,8432,東生華,3000,154500,154200,上櫃
2026-03-30,8433,弘帆,3000,185700,184500,上櫃
2026-03-30,8435,鉅邁,1000,56400,56800,上櫃
2026-03-30,8436,大江,106000,13386000,13318000,上櫃
2026-03-30,8437,大地-KY,2000,25300,25600,上櫃
2026-03-30,8438,昶昕,1102000,74276200,74490300,上市
2026-03-30,8440,綠電,20000,448150,452600,上櫃
2026-03-30,8442,威宏-KY,2000,103000,105300,上市
2026-03-30,8443,阿瘦,4000,48000,47800,上市
2026-03-30,8446,華研,18000,1789500,1792000,上櫃
2026-03-30,8450,霹靂,47000,814700,811600,上櫃
2026-03-30,8454,富邦媒,102000,18174500,18296500,上市
2026-03-30,8462,柏文,10000,1413000,1402000,上市
2026-03-30,8463,潤泰材,1000,22500,22550,上市
2026-03-30,8464,億豐,197000,66092500,66304000,上市
2026-03-30,8466,美吉吉-KY,6000,106800,106800,上市
2026-03-30,8467,波力-KY,2000,296500,296500,上市
2026-03-30,8472,夠麻吉,0,0,0,上櫃
2026-03-30,8473,山林水,128000,4992700,5002600,上市
2026-03-30,8476,台境*,116000,2204300,2201250,上市
2026-03-30,8478,東哥遊艇,135000,21231000,21411500,上市
2026-03-30,8481,政伸,0,0,0,上市
2026-03-30,8482,商億-KY,2000,94400,95550,上市
2026-03-30,8487,愛爾達-創,0,0,0,上市
2026-03-30,8488,吉源-KY,501000,4920100,4924100,上市
2026-03-30,8489,三貝德,33000,841350,836650,上櫃
2026-03-30,8499,鼎炫-KY,41000,10053500,10078000,上市
2026-03-30,8905,裕國,0,0,0,上櫃
2026-03-30,8906,花王,1000,29300,29400,上櫃
2026-03-30,8908,欣雄,7000,289900,288800,上櫃
2026-03-30,8916,光隆,7000,328600,329300,上櫃
2026-03-30,8917,欣泰,4000,221400,220500,上櫃
2026-03-30,8923,時報,0,0,0,上櫃
2026-03-30,8924,大田,5000,336600,338200,上櫃
2026-03-30,8926,台汽電,273000,12204850,12159000,上市
2026-03-30,8927,北基,122000,2828500,2823800,上櫃
2026-03-30,8928,鉅明,0,0,0,上櫃
2026-03-30,8929,富堡,25000,411950,412750,上櫃
2026-03-30,8930,青鋼,6000,181350,179500,上櫃
